"schoolid","schoolname","cohort","lt_emp","bar_ftlt","bar_ftst","bar_ptlt","bar_ptst","bar_emp","jda_ftlt","jda_ftst","jda_ptlt","jda_ptst","jda_emp","prof_ftlt","prof_ftst","prof_ptlt","prof_ptst","prof_emp","nprof_ftlt","nprof_ftst","nprof_ptlt","nprof_ptst","nprof_emp","undet_ftlt","undet_ftst","undet_ptlt","undet_ptst","undet_emp","gradsch_ft","emp_def","unemp_ns","unemp_seek","emp_stat_unk","total_grads","fundbar_ftlt","fundbar_ftst","fundbar_ptlt","fundbar_ptst","fundbar_emp","lawfund_lt","lawfund_st","fundjda_ftlt","fundjda_ftst","fundjda_ptlt","fundjda_ptst","fundjda_emp","fundprof_ftlt","fundprof_ftst","fundprof_ptlt","fundprof_ptst","fundprof_emp","fundnprof_ftlt","fundnprof_ftst","fundnprof_ptlt","fundnprof_ptst","fundnprof_emp","funded_ftlt","funded_ftst","funded_ptlt","funded_ptst","funded_emp","solo_ftlt","solo_ftst","solo_ptlt","solo_ptst","solo_emp","solo_lt","solo_st","sz_1_10_ftlt","sz_1_10_ftst","sz_1_10_ptlt","sz_1_10_ptst","sz_1_10_emp","sz_2_10_lt","sz_2_10_st","sz_11_25_ftlt","sz_11_25_ftst","sz_11_25_ptlt","sz_11_25_ptst","sz_11_25_emp","sz_11_25_lt","sz_11_25_st","sz_26_50_ftlt","sz_26_50_ftst","sz_26_50_ptlt","sz_26_50_ptst","sz_26_50_emp","sz_26_50_lt","sz_26_50_st","sz_51_100_ftlt","sz_51_100_ftst","sz_51_100_ptlt","sz_51_100_ptst","sz_51_100_emp","sz_51_100_lt","sz_51_100_st","sz_101_250_ftlt","sz_101_250_ftst","sz_101_250_ptlt","sz_101_250_ptst","sz_101_250_emp","sz_101_250_lt","sz_101_250_st","sz_251_500_ftlt","sz_251_500_ftst","sz_251_500_ptlt","sz_251_500_ptst","sz_251_500_emp","sz_251_500_lt","sz_251_500_st","sz_501up_ftlt","sz_501up_ftst","sz_501up_ptlt","sz_501up_ptst","sz_501up_emp","sz_501up_lt","sz_501up_st","sz_unk_ftlt","sz_unk_ftst","sz_unk_ptlt","sz_unk_ptst","sz_unk_emp","sz_unk_lt","sz_unk_st","bsind_ftlt","bsind_ftst","bsind_ptlt","bsind_ptst","bsind_emp","bsind_lt","bsind_st","gov_ftlt","gov_ftst","gov_ptlt","gov_ptst","gov_emp","gov_lt","gov_st","pub_ftlt","pub_ftst","pub_ptlt","pub_ptst","pub_emp","pub_lt","pub_st","fedclk_ftlt","fedclk_ftst","fedclk_ptlt","fedclk_ptst","fedclk_emp","fedclk_lt","fedclk_st","locclk_ftlt","locclk_ftst","locclk_ptlt","locclk_ptst","locclk_emp","locclk_lt","locclk_st","othclk_ftlt","othclk_ftst","othclk_ptlt","othclk_ptst","othclk_emp","acad_ftlt","acad_ftst","acad_ptlt","acad_ptst","acad_emp","acad_lt","acad_st","unk_ftlt","unk_ftst","unk_ptlt","unk_ptst","unk_emp","total_ftlt","total_ftst","total_ptlt","total_ptst","total_emp_type","total_lt","total_st","state_emp1","state_emp1_num","state_emp2","state_emp2_num","state_emp3","state_emp3_num","foreign_emp_num"
"00201600","Loyola University-New Orleans","2019","","99","1","3","0","103","10","1","0","6","17","3","0","0","0","3","0","0","0","1","1","0","0","0","1","1","3","1","0","17","1","148","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","27","1","3","2","33","","","10","0","0","0","10","","","4","0","0","0","4","","","6","0","0","0","6","","","7","0","0","0","7","","","2","0","0","0","2","","","1","0","0","0","1","","","2","0","0","1","3","","","6","1","0","3","10","","","18","0","0","0","18","","","15","0","0","0","15","","","6","0","0","0","6","","","7","0","0","0","7","","","0","0","0","0","0","1","0","0","1","2","","","0","0","0","1","1","113","2","3","8","126","","","LA","93","TX","8","FL","5","2"
"00202500","Southern University","2019","","68","0","0","0","68","21","0","2","0","23","31","0","1","1","33","4","0","3","0","7","0","0","0","0","0","6","0","2","13","2","155","0","0","0","0","0","","","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","4","0","1","0","5","","","24","0","1","0","25","","","5","0","0","0","5","","","4","0","0","0","4","","","3","0","0","0","3","","","2","0","0","0","2","","","1","0","0","0","1","","","1","0","0","0","1","","","0","0","0","0","0","","","20","0","2","0","22","","","27","0","1","0","28","","","12","0","0","0","12","","","1","0","0","0","1","","","14","0","0","0","14","","","0","0","0","0","0","6","1","1","1","9","","","0","0","0","0","0","124","1","6","1","132","","","LA","114","GA","4","TX","4","0"
"00202900","Tulane University","2019","","120","0","0","1","121","16","1","7","4","28","0","1","1","0","2","0","0","2","0","2","0","0","0","0","0","3","2","0","9","3","175","2","0","0","0","2","","","0","1","0","0","1","0","0","0","0","0","0","1","0","1","2","2","2","0","1","5","2","0","0","0","2","","","17","0","2","0","19","","","7","1","0","0","8","","","13","0","1","0","14","","","5","0","0","0","5","","","9","0","0","1","10","","","9","0","0","0","9","","","27","0","0","0","27","","","0","0","0","0","0","","","13","1","5","2","21","","","8","0","1","0","9","","","13","1","1","2","17","","","7","0","0","0","7","","","5","0","0","0","5","","","2","0","0","0","2","1","1","0","1","3","","","0","0","0","0","0","138","4","10","6","158","","","LA","52","TX","28","NY","15","4"
"00205400","University of Maine","2019","","47","1","1","0","49","9","0","0","1","10","1","0","1","0","2","0","0","1","0","1","0","0","0","0","0","1","0","3","7","3","76","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","19","0","1","0","20","","","1","0","0","0","1","","","2","0","0","0","2","","","2","0","0","0","2","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","8","0","2","0","10","","","7","1","0","1","9","","","3","0","0","0","3","","","1","0","0","0","1","","","11","0","0","0","11","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","57","1","3","1","62","","","ME","47","MD","4","NH","2","0"
"00210200","University of Baltimore","2019","","123","5","0","0","128","22","1","2","1","26","11","1","2","0","14","1","0","2","1","4","0","0","0","0","0","4","0","2","17","3","198","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","27","0","2","0","29","","","0","0","0","0","0","","","3","0","0","0","3","","","1","0","0","0","1","","","3","0","0","0","3","","","1","0","0","0","1","","","2","0","0","0","2","","","0","0","0","0","0","","","16","1","4","1","22","","","25","1","0","0","26","","","10","1","0","0","11","","","2","0","0","0","2","","","65","4","0","0","69","","","0","0","0","0","0","2","0","0","1","3","","","0","0","0","0","0","157","7","6","2","172","","","MD","146","DC","11","VA","4","1"
"00210400","University of Maryland","2019","","139","3","0","0","142","30","1","0","5","36","3","0","0","0","3","0","0","0","0","0","0","0","0","1","1","0","0","0","10","1","193","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","12","1","0","2","15","","","2","0","0","0","2","","","1","0","0","0","1","","","2","0","0","0","2","","","3","0","0","0","3","","","4","0","0","0","4","","","10","0","0","0","10","","","1","0","0","0","1","","","18","0","0","2","20","","","42","1","0","0","43","","","9","0","0","1","10","","","7","0","0","0","7","","","54","2","0","0","56","","","0","0","0","0","0","7","0","0","0","7","","","0","0","0","1","1","172","4","0","6","182","","","MD","111","DC","28","VA","10","0"
"00212801","Boston College","2019","","206","3","1","0","210","12","0","0","2","14","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","4","1","0","13","0","247","2","0","0","0","2","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0","0","0","","","16","0","1","0","17","","","9","1","0","0","10","","","8","0","0","0","8","","","8","0","0","0","8","","","15","0","0","0","15","","","12","0","0","0","12","","","92","0","0","0","92","","","0","0","0","0","0","","","19","0","1","2","22","","","26","0","0","0","26","","","6","0","0","0","6","","","4","0","0","0","4","","","7","2","0","0","9","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","222","3","2","2","229","","","MA","129","NY","39","CA","9","5"
"00213007","Boston University","2019","","210","2","0","0","212","16","1","0","0","17","2","0","0","0","2","0","0","0","2","2","0","0","0","0","0","6","0","2","6","0","252","5","0","0","0","5","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","0","0","0","0","0","","","13","0","0","0","13","","","5","0","0","0","5","","","10","0","0","0","10","","","9","1","0","0","10","","","16","0","0","0","16","","","25","0","0","0","25","","","78","0","0","0","78","","","0","0","0","0","0","","","26","1","0","0","27","","","15","1","0","0","16","","","19","0","0","1","20","","","4","0","0","0","4","","","12","0","0","0","12","","","0","0","0","0","0","1","0","0","1","2","","","0","0","0","0","0","233","3","0","2","238","","","MA","127","NY","52","CA","10","3"
"00215510","Harvard University","2019","","524","6","0","0","530","27","2","0","0","29","6","1","0","0","7","0","0","0","0","0","0","0","0","1","1","2","1","1","2","0","599","20","0","0","0","20","","","4","1","0","0","5","1","0","0","0","1","0","0","0","0","0","25","1","0","0","26","0","0","0","0","0","","","1","0","0","0","1","","","2","0","0","0","2","","","3","0","0","0","3","","","6","0","0","0","6","","","12","0","0","0","12","","","21","0","0","0","21","","","305","1","0","0","306","","","0","0","0","0","0","","","24","0","0","0","24","","","17","0","0","0","17","","","59","5","0","0","64","","","103","3","0","0","106","","","20","0","0","0","20","","","2","0","0","0","2","7","1","0","0","8","","","0","0","0","1","1","582","10","0","1","593","","","NY","196","DC","81","CA","80","23"
"00219900","Northeastern University","2019","","152","1","1","1","155","29","5","2","2","38","1","0","1","1","3","0","0","1","1","2","0","0","0","0","0","1","4","1","6","0","213","2","0","0","0","2","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","1","0","0","0","1","","","18","0","1","0","19","","","8","0","0","1","9","","","4","0","0","0","4","","","6","0","0","0","6","","","8","1","0","0","9","","","4","0","0","0","4","","","17","0","0","0","17","","","0","0","0","0","0","","","25","4","2","3","34","","","29","1","0","0","30","","","33","0","2","1","36","","","3","0","0","0","3","","","23","0","0","0","23","","","0","0","0","0","0","6","0","0","0","6","","","0","0","0","0","0","185","6","5","5","201","","","MA","116","NY","24","CA","11","0"
"00221007","University of Massachusetts Dartmouth","2019","","28","1","3","0","32","4","0","1","0","5","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","4","1","46","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","","","10","0","2","0","12","","","2","0","1","0","3","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","4","0","2","0","6","","","3","0","0","0","3","","","4","1","0","0","5","","","0","0","0","0","0","","","3","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","32","1","5","0","38","","","MA","22","NY","3","RI","3","0"
"00221810","Suffolk University","2019","","177","0","0","0","177","60","5","6","2","73","7","0","1","3","11","3","1","2","2","8","0","0","0","0","0","3","0","4","29","0","305","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","55","1","4","2","62","","","14","0","0","0","14","","","11","0","0","0","11","","","20","0","0","0","20","","","9","0","0","0","9","","","1","0","0","0","1","","","27","0","0","0","27","","","0","0","0","0","0","","","51","3","4","2","60","","","32","1","1","2","36","","","10","0","0","0","10","","","2","0","0","0","2","","","12","0","0","0","12","","","0","0","0","0","0","3","0","0","1","4","","","0","1","0","0","1","247","6","9","7","269","","","MA","215","NY","10","RI","7","0"
"00222600","Western New England University","2019","","28","0","0","0","28","4","1","2","5","12","3","0","1","0","4","0","0","0","2","2","0","0","0","0","0","0","0","2","3","3","54","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","8","0","2","1","11","","","2","1","0","0","3","","","0","0","0","0","0","","","1","0","0","0","1","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","2","0","0","3","5","","","4","0","1","1","6","","","8","0","0","2","10","","","3","0","0","0","3","","","0","0","0","0","0","","","4","0","0","0","4","","","1","0","0","0","1","0","0","0","0","0","","","0","0","0","0","0","35","1","3","7","46","","","MA","19","CT","11","NY","5","0"
"00225400","Michigan State University","2019","","163","2","0","3","168","22","3","1","2","28","3","0","1","0","4","0","0","0","1","1","0","0","0","2","2","3","2","6","8","8","232","0","0","0","0","0","","","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","1","3","","","30","1","1","3","35","","","18","0","0","0","18","","","8","0","0","0","8","","","13","0","0","0","13","","","11","0","0","0","11","","","12","0","0","0","12","","","10","0","0","0","10","","","0","0","0","0","0","","","25","1","0","1","27","","","21","2","0","1","24","","","15","1","0","0","16","","","3","0","0","0","3","","","16","1","0","0","17","","","1","0","0","0","1","3","1","1","0","5","","","0","0","0","2","2","188","7","2","8","205","","","MI","109","IL","15","CA","9","5"
"00232300","University of Detroit Mercy","2019","","118","0","2","0","120","17","1","1","2","21","0","0","1","0","1","0","0","2","1","3","0","0","0","0","0","0","2","1","22","3","173","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","","","38","0","2","2","42","","","15","0","0","0","15","","","14","0","0","0","14","","","7","0","0","0","7","","","9","0","0","0","9","","","1","0","0","0","1","","","15","0","0","0","15","","","0","0","0","0","0","","","10","0","2","1","13","","","11","0","0","0","11","","","3","0","1","0","4","","","1","0","1","0","2","","","7","0","0","0","7","","","0","0","0","0","0","1","1","0","0","2","","","0","0","0","0","0","135","1","6","3","145","","","MI","72","NY","1","IL","1","71"
"00232503","University of Michigan","2019","","283","2","0","0","285","4","1","1","0","6","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","2","3","1","307","7","1","0","0","8","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","8","0","0","0","0","0","","","1","0","0","0","1","","","2","0","0","0","2","","","7","0","0","0","7","","","9","0","0","0","9","","","5","0","0","0","5","","","30","0","0","0","30","","","142","1","0","0","143","","","0","0","0","0","0","","","4","0","0","0","4","","","19","1","0","0","20","","","23","1","1","0","25","","","31","0","0","0","31","","","21","1","0","0","22","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","295","4","1","0","300","","","NY","74","DC","40","MI","36","8"
"00232902","Wayne State University","2019","","93","0","1","0","94","18","0","2","0","20","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3","1","2","11","1","133","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","22","0","1","0","23","","","7","0","0","0","7","","","4","0","0","0","4","","","13","0","0","0","13","","","8","0","0","0","8","","","8","0","0","0","8","","","5","0","0","0","5","","","0","0","0","0","0","","","13","0","0","0","13","","","17","0","1","1","19","","","6","0","1","0","7","","","1","0","0","0","1","","","5","0","0","0","5","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","111","0","3","1","115","","","MI","105","CA","1","IL","1","0"
"00234500","University of St. Thomas (Minnesota)","2019","","94","1","0","0","95","15","4","1","3","23","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","131","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","16","0","1","0","17","","","6","0","0","0","6","","","7","0","0","0","7","","","1","0","0","0","1","","","3","0","0","0","3","","","1","0","0","0","1","","","2","0","0","0","2","","","0","0","0","1","1","","","18","4","0","2","24","","","16","0","0","0","16","","","9","1","0","0","10","","","4","0","0","0","4","","","28","0","0","0","28","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","112","5","1","3","121","","","MN","100","WI","4","CO","2","0"
"00239101","Mitchell Hamline School of Law","2019","","183","9","6","2","200","33","3","6","2","44","26","2","4","1","33","0","0","0","1","1","0","0","0","0","0","0","1","4","13","0","296","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","8","","","47","0","5","0","52","","","15","0","0","0","15","","","8","0","0","0","8","","","5","0","0","0","5","","","3","0","0","0","3","","","3","0","0","0","3","","","7","0","0","0","7","","","2","0","1","0","3","","","48","8","5","4","65","","","35","1","2","1","39","","","4","0","2","0","6","","","2","0","0","0","2","","","52","5","0","1","58","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","242","14","16","6","278","","","MN","186","TX","7","WA","7","2"
"00241501","Mississippi College","2019","","58","1","3","1","63","12","2","0","5","19","5","0","0","2","7","1","0","0","0","1","0","0","0","0","0","1","3","3","16","4","118","0","0","0","0","0","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","3","","","25","2","1","3","31","","","6","0","0","0","6","","","0","0","1","0","1","","","2","0","0","0","2","","","3","0","0","0","3","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","5","1","0","1","7","","","19","0","1","1","21","","","4","0","0","0","4","","","2","0","0","0","2","","","8","0","0","0","8","","","0","0","0","0","0","2","0","0","1","3","","","0","0","0","0","0","77","3","3","8","91","","","MS","53","LA","6","AL","5","0"
"00244000","University of Mississippi","2019","","78","0","1","0","79","9","0","0","0","9","1","0","0","0","1","1","1","0","1","3","0","0","0","0","0","5","2","0","8","0","107","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","26","0","1","0","27","","","6","0","0","0","6","","","2","0","0","0","2","","","5","0","0","0","5","","","3","0","0","0","3","","","5","0","0","0","5","","","5","0","0","0","5","","","0","0","0","0","0","","","9","1","0","1","11","","","10","0","0","0","10","","","5","0","0","0","5","","","5","0","0","0","5","","","7","0","0","0","7","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","89","1","1","1","92","","","MS","45","TN","11","AL","9","0"
"00250609","Saint Louis University","2019","","132","0","0","0","132","17","1","0","0","18","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","10","1","164","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","","","39","0","0","0","39","","","9","0","0","0","9","","","6","0","0","0","6","","","1","0","0","0","1","","","14","0","0","0","14","","","10","0","0","0","10","","","11","0","0","0","11","","","0","0","0","0","0","","","20","1","0","1","22","","","20","0","0","0","20","","","10","0","0","0","10","","","1","0","0","0","1","","","2","0","0","0","2","","","0","0","0","0","0","3","0","0","0","3","","","0","0","0","0","0","150","1","0","1","152","","","MO","107","IL","20","CA","2","1"
"00251600","University of Missouri","2019","","63","0","1","0","64","13","0","1","1","15","3","0","1","0","4","0","0","0","0","0","0","0","0","0","0","3","1","1","2","0","92","2","0","0","0","2","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","1","0","0","0","1","","","16","0","1","1","18","","","6","0","0","0","6","","","1","0","0","0","1","","","2","0","0","0","2","","","3","0","0","0","3","","","5","0","0","0","5","","","2","0","0","0","2","","","0","0","0","0","0","","","12","0","2","0","14","","","14","0","0","0","14","","","4","0","0","0","4","","","0","0","0","0","0","","","10","0","0","0","10","","","0","0","0","0","0","5","0","0","0","5","","","0","0","0","0","0","81","0","3","1","85","","","MO","66","FL","2","IL","2","0"
"00251800","University of Missouri-Kansas City","2019","","113","0","0","0","113","9","3","1","0","13","2","0","1","0","3","1","0","0","0","1","0","0","0","0","0","1","0","1","6","0","138","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","5","","","30","0","0","0","30","","","6","0","0","0","6","","","6","0","0","0","6","","","7","0","0","0","7","","","4","0","0","0","4","","","2","0","0","0","2","","","7","0","0","0","7","","","0","0","0","0","0","","","12","3","1","0","16","","","15","0","0","0","15","","","9","0","0","0","9","","","2","0","0","0","2","","","20","0","0","0","20","","","0","0","0","0","0","0","0","1","0","1","","","0","0","0","0","0","125","3","2","0","130","","","MO","95","KS","18","CO","2","1"
"00252000","Washington University","2019","","210","0","0","3","213","6","0","2","0","8","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","3","1","4","1","2","235","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","15","0","0","3","18","","","8","0","0","0","8","","","4","0","0","0","4","","","9","0","0","0","9","","","24","0","0","0","24","","","19","0","0","0","19","","","55","0","0","0","55","","","0","0","0","0","0","","","6","0","2","0","8","","","28","0","0","0","28","","","11","0","0","0","11","","","25","0","0","0","25","","","12","0","0","0","12","","","0","0","0","0","0","3","0","0","0","3","","","0","0","0","0","0","219","0","2","3","224","","","MO","59","NY","29","IL","28","5"
"00253600","University of Montana","2019","","52","2","0","0","54","3","1","0","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","2","3","5","71","0","0","0","0","0","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","16","0","0","0","16","","","3","0","0","0","3","","","0","0","0","0","0","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","2","0","0","0","2","","","1","0","0","0","1","","","6","1","0","0","7","","","5","0","0","0","5","","","5","1","0","0","6","","","13","1","0","0","14","","","0","0","0","0","0","2","0","0","0","2","","","1","0","0","0","1","57","3","0","0","60","","","MT","53","ND","1","OR","1","0"
"00254200","Creighton University","2019","","58","1","0","1","60","8","2","2","0","12","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","6","8","0","88","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","15","1","0","1","17","","","6","0","0","0","6","","","4","0","0","0","4","","","8","0","0","0","8","","","0","0","0","0","0","","","0","0","0","0","0","","","4","0","0","0","4","","","0","0","0","0","0","","","8","2","0","0","10","","","6","0","1","0","7","","","6","0","0","0","6","","","1","0","0","0","1","","","6","0","0","0","6","","","0","0","0","0","0","3","0","1","0","4","","","0","1","0","0","1","67","4","2","1","74","","","NE","45","IA","7","CO","4","0"
"00256500","University of Nebraska","2019","","91","0","0","0","91","11","0","0","0","11","1","0","0","0","1","2","0","0","0","2","0","0","0","0","0","0","1","1","9","0","117","0","0","0","0","0","","","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","2","","","27","0","0","0","27","","","9","0","0","0","9","","","6","0","0","0","6","","","4","0","0","0","4","","","3","0","0","0","3","","","2","0","0","0","2","","","4","0","0","0","4","","","1","0","0","0","1","","","17","0","0","0","17","","","13","0","0","0","13","","","7","0","0","0","7","","","4","0","0","0","4","","","4","0","0","0","4","","","0","0","0","0","0","2","1","0","0","3","","","0","0","0","0","0","105","1","0","0","106","","","NE","78","IA","5","KS","3","0"
"00256900","University of Nevada - Las Vegas","2019","","97","2","1","0","100","6","0","0","0","6","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","2","1","2","4","0","121","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","25","1","1","0","27","","","9","0","0","0","9","","","4","0","0","0","4","","","3","0","0","0","3","","","3","0","0","0","3","","","4","0","0","0","4","","","4","0","0","0","4","","","0","0","0","0","0","","","6","0","0","0","6","","","7","0","0","0","7","","","3","0","0","0","3","","","2","0","0","0","2","","","36","1","0","0","37","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","109","2","1","0","112","","","NV","106","CA","1","DC","1","0"
"00258903","University of New Hampshire","2019","","47","1","1","0","49","4","0","2","3","9","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","61","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","13","1","2","1","17","","","4","0","0","0","4","","","5","0","0","0","5","","","6","0","0","0","6","","","4","0","0","0","4","","","1","0","0","0","1","","","2","0","1","0","3","","","0","0","0","0","0","","","4","0","0","2","6","","","5","0","0","0","5","","","3","0","0","0","3","","","2","0","0","0","2","","","3","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","52","1","3","3","59","","","NH","31","MA","10","NY","4","0"
"00262900","Rutgers University","2019","","223","17","0","3","243","14","3","0","1","18","15","1","2","3","21","2","0","1","1","4","0","0","0","0","0","1","7","4","13","6","318","0","0","0","0","0","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","2","","","22","2","1","0","25","","","7","0","0","2","9","","","2","0","0","0","2","","","7","0","0","0","7","","","4","0","1","0","5","","","10","0","0","0","10","","","13","0","0","0","13","","","5","0","0","0","5","","","26","1","0","4","31","","","13","2","1","0","16","","","14","1","0","1","16","","","1","0","0","0","1","","","130","15","0","0","145","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","255","21","3","8","287","","","NJ","212","NY","43","PA","19","0"
"00263201","Seton Hall University","2019","","122","3","0","0","125","5","0","0","0","5","5","0","0","0","5","0","0","1","0","1","0","0","0","0","0","1","0","0","3","0","140","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","5","1","0","0","6","","","4","0","0","0","4","","","0","0","0","0","0","","","5","0","0","0","5","","","4","0","0","0","4","","","7","0","0","0","7","","","10","0","0","0","10","","","0","0","0","0","0","","","12","0","1","0","13","","","7","0","0","0","7","","","0","0","0","0","0","","","3","0","0","0","3","","","74","2","0","0","76","","","1","0","0","0","1","0","0","0","0","0","","","0","0","0","0","0","132","3","1","0","136","","","NJ","112","NY","21","DC","1","0"
"00266300","University of New Mexico","2019","","78","4","0","0","82","2","0","0","0","2","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","2","6","2","11","6","114","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","25","0","0","0","25","","","2","0","0","0","2","","","5","0","0","0","5","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","5","0","0","0","5","","","22","1","0","0","23","","","8","0","0","0","8","","","1","0","0","0","1","","","6","2","0","0","8","","","1","1","0","0","2","0","0","0","0","0","","","5","0","0","0","5","83","4","0","0","87","","","NM","72","ND","2","TX","2","1"
"00267700","Brooklyn Law School","2019","","240","3","2","1","246","32","1","0","5","38","9","0","1","2","12","0","0","1","0","1","0","0","0","0","0","3","1","7","13","4","327","0","0","0","0","0","","","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","","","52","0","2","2","56","","","16","0","0","1","17","","","9","0","0","0","9","","","11","0","0","0","11","","","10","0","0","0","10","","","11","0","0","0","11","","","52","1","0","0","53","","","0","0","0","0","0","","","40","0","2","2","44","","","37","0","0","2","39","","","28","2","0","2","32","","","2","0","0","0","2","","","11","1","0","0","12","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","1","1","281","4","4","10","299","","","NY","268","NJ","11","CA","5","2"
