"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00262900","Rutgers University","2019","1206","159","0","100","99","3","26","387","749","26","44","609","67","0","45","36","2","12","162","413","14","20","597","92","0","55","63","1","14","225","336","12","24","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","414","47","0","32","36","2","8","125","263","6","20","0","0","0","15","0","17","10","0","26","25","0","22","57","0","68","1","0","1","4","0","2","6","0","2","9","0","11","138","0","125","208","0","206","398","0","0","0","0","39","17","0","22","26","11","0","15","55","22","0","33","132","56","0","76","1","1","0","0","9","3","0","6","11","5","0","6","14","6","0","8","243","130","0","113","195","0","203","339","0","0","0","0","23","12","0","11","35","13","0","22","49","16","0","33","113","42","0","71","0","0","0","0","11","7","0","4","6","1","0","5","10","5","0","5","205","124","0","81","178","0","161","55","0","0","0","0","6","1","0","5","2","2","0","0","8","4","0","4","17","7","0","10","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","38","21","0","17","28","0","27"
"00263201","Seton Hall University","2019","642","79","0","43","31","0","15","168","447","10","17","328","28","0","15","9","0","7","59","253","7","9","313","51","0","28","21","0","8","108","194","3","8","1","0","0","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","214","25","0","14","7","0","3","49","155","4","6","0","0","0","4","0","10","3","0","4","12","0","13","19","0","30","0","0","0","3","0","1","0","0","3","2","0","4","88","0","67","112","0","102","220","0","0","0","0","17","6","0","11","10","1","1","8","16","10","0","6","51","22","1","28","0","0","0","0","3","2","0","1","8","5","0","3","7","5","0","2","159","83","0","76","112","1","107","180","0","0","0","0","12","5","0","7","10","3","0","7","30","4","0","26","56","14","0","42","0","0","0","0","3","2","0","1","4","2","0","2","4","2","0","2","117","71","0","46","89","0","91","28","0","0","0","0","0","0","0","0","4","2","0","2","8","2","0","6","12","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","11","0","5","15","0","13"
"00266300","University of New Mexico","2019","310","107","21","6","8","1","7","150","148","0","12","136","42","9","2","3","0","2","58","71","0","7","174","65","12","4","5","1","5","92","77","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","82","31","6","2","2","0","0","41","36","0","5","5","0","1","0","0","2","1","0","1","12","0","19","18","0","23","0","0","0","0","0","0","0","0","0","3","0","2","15","0","21","36","0","46","106","9","2","0","7","2","0","0","2","2","1","0","1","38","14","0","24","53","18","0","35","0","0","0","0","0","0","0","0","2","1","0","1","5","3","0","2","48","25","0","23","46","0","60","122","6","2","0","4","2","2","0","0","4","1","0","3","38","16","0","22","56","22","0","34","1","0","0","1","0","0","0","0","5","1","0","4","2","1","0","1","64","31","0","33","54","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00267700","Brooklyn Law School","2019","1072","126","0","99","44","1","36","306","670","44","52","467","55","0","36","12","0","17","120","304","16","27","604","70","0","63","32","1","19","185","366","28","25","1","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","401","52","0","45","13","0","19","129","243","14","15","0","0","0","17","0","28","5","0","8","21","1","30","52","1","76","0","0","0","7","0","7","9","0","10","10","0","5","98","0","145","167","1","233","313","0","0","0","0","23","5","0","18","11","1","0","10","28","14","0","14","73","27","0","46","0","0","0","0","14","3","0","11","11","7","0","4","12","7","0","5","214","99","0","115","136","0","177","334","0","0","0","0","28","13","0","15","16","5","0","11","42","19","0","23","92","38","0","54","1","0","0","1","16","6","0","10","5","1","0","4","23","10","0","13","203","103","0","100","157","0","177","24","0","0","0","0","3","1","0","2","4","1","0","3","4","1","0","3","12","3","0","9","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","2","10","4","0","6","7","0","17"
"00270711","Columbia University","2019","1244","91","2","171","116","0","29","409","638","157","40","632","33","0","79","41","0","13","166","371","69","26","610","58","2","92","75","0","16","243","266","87","14","2","0","0","0","0","0","0","0","1","1","0","","","","","","","","","","","","","","","","","","","","","","","368","29","0","47","39","0","10","125","174","55","14","0","0","0","26","0","21","17","0","22","8","0","21","56","0","69","0","0","0","23","1","31","5","0","5","9","0","5","106","1","67","194","2","172","451","1","0","0","1","68","29","0","39","35","6","0","29","29","12","0","17","144","53","0","91","0","0","0","0","58","28","0","30","11","6","0","5","13","10","0","3","236","139","0","97","230","0","221","425","1","0","0","1","56","24","0","32","42","18","0","24","33","13","0","20","140","57","0","83","0","0","0","0","44","18","0","26","8","2","0","6","13","7","0","6","228","126","0","102","208","0","217","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00271101","Cornell University","2019","603","74","5","92","37","0","20","228","273","73","29","302","44","0","36","18","0","11","109","153","27","13","301","30","5","56","19","0","9","119","120","46","16","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","206","30","2","50","11","0","7","100","91","8","7","0","0","2","19","0","31","5","0","6","17","0","13","44","0","56","0","0","0","4","0","4","3","0","4","2","0","5","49","0","42","99","0","107","198","3","0","0","3","24","9","0","15","16","8","0","8","33","19","0","14","79","38","0","41","0","0","0","0","29","14","0","15","3","2","0","1","5","3","0","2","85","55","0","30","110","0","88","199","0","0","0","0","18","8","0","10","10","5","0","5","11","8","0","3","49","27","0","22","0","0","0","0","36","9","0","27","10","6","0","4","17","8","0","9","97","49","0","48","93","0","106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00272203","Fordham University","2019","1267","153","0","115","65","0","43","376","785","53","53","610","63","0","41","27","0","11","142","420","19","29","657","90","0","74","38","0","32","234","365","34","24","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","417","43","0","39","20","0","25","127","256","18","16","0","0","0","14","0","25","7","0","13","16","0","27","46","0","81","0","0","0","3","0","15","9","0","16","10","0","6","132","0","124","191","0","226","414","0","0","0","0","35","11","0","24","22","14","0","8","57","29","0","28","126","55","0","71","0","0","0","0","10","5","0","5","12","1","0","11","21","11","0","10","257","140","0","117","211","0","203","407","0","0","0","0","39","15","0","24","19","5","0","14","50","17","0","33","113","38","0","75","0","0","0","0","23","10","0","13","5","1","0","4","15","8","0","7","256","137","0","119","193","0","214","29","0","0","0","0","2","1","0","1","4","1","0","3","3","1","0","2","10","3","0","7","0","0","0","0","2","1","0","1","1","0","0","1","1","0","0","1","16","11","0","5","15","0","14"
"00273200","Hofstra University","2019","798","91","3","47","52","4","12","209","516","18","55","383","36","2","19","17","2","4","80","264","7","32","415","55","1","28","35","2","8","129","252","11","23","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","268","29","0","19","16","3","9","76","179","3","10","0","0","0","7","0","12","6","0","10","11","0","18","29","0","47","2","0","1","1","0","2","3","0","6","4","0","6","86","0","93","120","0","148","268","0","0","0","0","12","4","0","8","17","8","0","9","27","10","0","17","58","23","0","35","0","0","0","0","3","2","0","1","2","1","0","1","24","12","0","12","183","98","0","85","135","0","133","255","3","2","0","1","16","8","0","8","19","3","0","16","33","14","0","19","73","27","0","46","1","0","0","1","11","3","0","8","1","0","0","1","20","15","0","5","151","78","0","73","123","0","132","7","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","2","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","3","2","0","1","5","0","2"
"00278300","New York Law School","2019","1080","158","0","76","49","2","34","319","676","30","55","456","60","0","29","10","0","14","113","297","16","30","624","98","0","47","39","2","20","206","379","14","25","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","387","54","0","28","10","1","14","107","251","12","17","0","0","0","12","0","16","2","0","8","25","0","29","44","0","63","0","0","1","7","0","5","5","0","9","10","0","7","105","0","146","166","0","221","317","0","0","0","0","18","7","0","11","16","5","0","11","45","14","0","31","91","31","0","60","0","0","0","0","10","4","0","6","12","5","0","7","21","9","0","12","195","87","0","108","131","0","186","325","0","0","0","0","24","8","0","16","18","2","0","16","48","17","0","31","96","28","0","68","1","0","0","1","7","4","0","3","5","1","0","4","14","8","0","6","208","92","0","116","132","0","193","51","0","0","0","0","6","2","0","4","5","1","0","4","11","4","0","7","25","10","0","15","0","0","0","0","1","1","0","0","3","3","0","0","3","3","0","0","22","13","0","9","27","0","24"
"00278500","New York University","2019","1379","133","0","131","90","0","60","414","816","121","28","660","55","0","50","43","0","20","168","426","48","18","713","78","0","81","47","0","40","246","386","72","9","6","0","0","0","0","0","0","0","4","1","1","","","","","","","","","","","","","","","","","","","","","","","428","43","0","43","32","0","20","138","260","26","4","0","0","0","15","0","28","14","0","18","19","0","24","56","0","82","0","0","0","10","1","15","8","0","12","3","0","1","142","3","115","211","4","213","471","0","0","0","0","41","18","0","23","29","13","0","16","46","16","0","30","139","54","0","85","0","0","0","0","44","18","0","26","23","7","0","16","11","8","0","3","277","147","0","130","227","0","244","480","0","0","0","0","47","17","0","30","29","16","0","13","44","20","0","24","137","58","0","79","0","0","0","0","51","20","0","31","17","5","0","12","13","7","1","5","279","137","1","141","222","2","256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00279102","Pace University","2019","635","59","2","28","40","1","54","184","423","11","17","244","25","1","5","11","0","15","57","177","2","8","391","34","1","23","29","1","39","127","246","9","9","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","234","24","0","10","14","0","25","73","150","3","8","0","0","0","0","0","10","5","0","9","11","0","13","25","0","48","0","0","0","0","0","3","9","0","16","4","0","4","65","0","85","94","0","140","212","0","0","0","0","10","3","0","7","15","5","0","10","17","6","0","11","57","15","0","42","0","0","0","0","5","1","0","4","15","1","0","14","6","2","0","4","144","56","0","88","74","0","138","176","2","1","0","1","8","2","0","6","11","1","0","10","17","8","0","9","51","16","0","35","1","0","0","1","3","1","0","2","12","4","0","8","1","1","0","0","121","52","0","69","70","0","106","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","1","0","2","0","0","0","0","0","0","0","0","2","1","0","1","2","1","0","1","8","4","0","4","6","0","7"
"00282300","St. John's University","2019","762","78","0","47","56","0","18","199","515","37","11","363","29","0","22","13","0","8","72","268","17","6","399","49","0","25","43","0","10","127","247","20","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","262","35","0","16","16","0","10","77","166","16","3","0","0","0","9","0","7","4","0","12","15","0","20","31","0","46","0","0","0","10","0","6","3","0","7","3","0","0","68","0","98","112","0","150","231","0","0","0","0","14","6","0","8","20","3","0","17","19","7","0","12","58","18","0","40","0","0","0","0","10","3","0","7","5","2","0","3","2","1","0","1","161","84","0","77","106","0","125","253","0","0","0","0","16","6","0","10","19","6","0","13","21","6","0","15","59","21","0","38","0","0","0","0","11","4","0","7","3","3","0","0","6","2","0","4","177","108","0","69","135","0","118","16","0","0","0","0","1","1","0","0","1","0","0","1","3","1","0","2","5","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","0","3","10","0","6"
"00283700","University of Buffalo-SUNY","2019","431","27","2","18","26","0","13","86","304","22","19","202","11","2","6","11","0","5","35","146","11","10","229","16","0","12","15","0","8","51","158","11","9","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","142","10","0","4","7","0","4","25","107","6","4","0","0","0","3","0","1","3","0","4","6","0","4","14","0","11","0","0","0","4","0","2","2","0","2","3","0","1","53","0","54","74","0","68","139","1","1","0","0","7","1","0","6","9","5","0","4","10","2","0","8","32","12","0","20","0","0","0","0","10","4","0","6","5","3","0","2","9","5","0","4","88","44","0","44","65","0","74","150","1","1","0","0","7","2","0","5","10","3","0","7","7","3","0","4","29","9","0","20","0","0","0","0","6","3","0","3","4","0","0","4","6","2","0","4","109","49","0","60","63","0","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00288200","Syracuse University","2019","617","62","0","36","49","1","19","167","419","16","15","299","26","0","14","14","0","14","68","216","8","7","318","36","0","22","35","1","5","99","203","8","8","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","266","26","0","19","19","1","11","76","181","4","5","0","0","0","9","0","10","2","0","17","11","0","15","31","0","45","0","0","1","1","0","3","9","0","2","2","0","3","97","0","84","131","0","135","173","0","0","0","0","12","5","0","7","13","3","0","10","23","8","0","15","50","18","0","32","0","0","0","0","6","3","0","3","2","2","0","0","4","2","0","2","113","53","0","60","76","0","97","178","0","0","0","0","5","0","0","5","17","9","0","8","13","7","0","6","41","19","0","22","0","0","0","0","6","4","0","2","6","3","0","3","6","3","0","3","125","66","0","59","92","0","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00288600","Albany Law School of Union University","2019","487","35","0","22","26","0","16","99","364","3","21","219","13","0","8","10","0","6","37","171","2","9","268","22","0","14","16","0","10","62","193","1","12","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","183","13","0","10","11","0","7","41","133","1","8","0","0","0","4","0","6","4","0","7","3","0","10","14","0","27","0","0","0","1","0","0","3","0","4","3","0","5","64","0","69","82","0","101","162","0","0","0","0","11","3","0","8","7","2","0","5","12","7","0","5","34","14","0","20","0","0","0","0","2","1","0","1","4","2","0","2","6","3","0","3","120","52","0","68","70","0","92","142","0","0","0","0","1","1","0","0","8","4","0","4","10","3","0","7","24","9","0","15","0","0","0","0","0","0","0","0","5","1","0","4","7","3","0","4","111","55","0","56","67","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00290301","Cardozo School of Law","2019","991","79","0","72","41","0","18","210","623","46","112","450","32","0","29","12","0","4","77","296","18","59","539","47","0","43","29","0","14","133","326","28","52","2","0","0","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","","","","","318","25","0","21","14","0","7","67","206","11","34","0","0","0","8","0","13","5","0","9","11","0","14","25","0","42","0","0","0","3","0","8","1","0","6","20","0","14","100","1","105","148","1","169","399","0","0","0","0","26","8","0","18","14","5","0","9","37","12","0","25","86","28","0","58","0","0","0","0","19","7","0","12","9","3","0","6","43","24","0","19","251","123","0","128","182","0","217","274","0","0","0","0","25","13","0","12","13","2","0","11","17","9","0","8","57","24","0","33","0","0","0","0","16","8","0","8","2","0","0","2","35","15","1","19","166","73","0","93","120","1","153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00291300","Campbell University","2019","497","18","7","5","35","0","2","67","408","1","21","205","6","4","3","10","0","0","23","171","0","11","291","12","3","2","25","0","2","44","237","1","9","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","185","16","2","5","11","0","0","34","144","0","7","1","0","1","3","0","2","3","0","8","5","0","11","12","0","22","0","0","0","0","0","0","0","0","0","4","1","2","46","0","98","62","1","122","175","3","2","0","1","0","0","0","0","16","5","0","11","0","0","0","0","19","7","0","12","0","0","0","0","0","0","0","0","0","0","0","0","11","4","0","7","145","66","0","79","77","0","98","137","2","1","0","1","0","0","0","0","8","2","0","6","2","1","0","1","14","4","0","10","0","0","0","0","1","0","0","1","2","0","0","2","3","3","0","0","119","59","0","60","66","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00292002","Duke University","2019","683","54","1","59","48","2","17","181","430","50","22","340","24","1","25","18","1","3","72","233","23","12","340","30","0","32","29","1","14","106","197","27","10","3","0","0","2","1","0","0","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","","221","16","0","22","17","2","9","66","132","17","6","0","0","0","8","0","14","4","1","12","5","0","11","19","1","46","1","0","1","7","0","10","1","0","8","3","0","3","61","0","71","90","1","130","248","0","0","0","0","16","8","1","7","15","7","0","8","21","13","0","8","58","30","1","27","0","0","0","0","14","5","0","9","6","2","0","4","7","4","0","3","169","88","0","81","127","1","120","214","1","1","0","0","21","9","1","11","16","7","0","9","17","6","0","11","57","23","1","33","0","0","0","0","19","11","0","8","2","0","0","2","9","5","0","4","129","84","0","45","123","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00292701","Elon University","2019","375","13","0","7","57","1","21","99","261","0","15","145","3","0","3","19","1","7","33","107","0","5","230","10","0","4","38","0","14","66","154","0","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","146","4","0","2","25","0","14","45","95","0","6","0","0","0","1","0","1","9","0","16","0","0","4","14","0","31","0","0","0","0","0","0","4","0","10","0","0","6","41","0","54","55","0","91","122","0","0","0","0","3","1","0","2","18","5","0","13","9","3","0","6","33","10","0","23","0","0","0","0","0","0","0","0","3","1","0","2","6","3","0","3","83","35","0","48","48","0","74","107","0","0","0","0","2","1","0","1","14","5","0","9","0","0","0","0","21","9","0","12","1","0","0","0","0","0","0","0","4","2","0","2","3","2","0","1","83","31","0","52","42","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00295000","North Carolina Central University","2019","364","26","13","7","197","0","0","243","117","0","4","117","11","8","3","43","0","0","65","49","0","3","247","15","5","4","154","0","0","178","68","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","146","10","6","4","80","0","0","100","46","0","0","3","0","3","2","0","2","15","0","65","4","0","6","24","0","76","0","0","0","0","0","0","0","0","0","0","0","0","25","0","21","49","0","97","86","1","1","0","0","2","0","0","2","48","9","0","39","4","1","0","3","55","11","0","44","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","29","9","0","20","22","0","64","118","5","4","0","1","1","1","0","0","64","17","0","47","11","6","0","5","81","28","0","53","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","35","13","0","22","42","0","76","14","1","0","0","1","0","0","0","0","5","2","0","3","1","0","0","1","7","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","0","5","4","0","10"
"00297400","University of North Carolina","2019","600","52","3","37","24","1","43","160","409","2","29","289","21","0","15","16","1","14","67","206","1","15","311","31","3","22","8","0","29","93","203","1","14","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","186","12","3","10","7","0","9","41","135","2","8","0","0","3","5","0","5","6","0","1","7","0","5","20","0","21","0","0","0","1","0","1","2","0","7","3","0","5","71","0","64","95","0","91","214","0","0","0","0","17","6","0","11","11","5","0","6","22","6","0","16","66","20","0","46","0","0","0","0","0","0","0","0","16","3","0","13","2","0","0","2","146","79","0","67","99","0","115","200","0","0","0","0","10","4","0","6","6","5","0","1","18","8","0","10","53","27","0","26","1","0","0","0","0","0","0","0","18","9","0","9","19","12","0","7","128","56","0","72","95","0","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00297805","Wake Forest University","2019","535","44","2","10","42","0","15","113","407","15","0","250","20","1","5","15","0","5","46","197","7","0","284","24","1","5","27","0","9","66","210","8","0","1","0","0","0","0","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","217","19","1","7","20","0","7","54","156","7","0","0","0","1","4","0","3","5","0","15","7","0","12","20","1","33","0","0","0","4","0","3","4","1","2","0","0","0","72","0","84","96","1","120","171","1","1","0","0","1","0","0","1","8","4","0","4","15","6","0","9","29","12","0","17","0","0","0","0","4","1","0","3","4","1","0","3","0","0","0","0","138","71","0","67","84","0","87","147","0","0","0","0","2","1","0","1","14","6","0","8","10","7","0","3","30","14","0","16","0","0","0","0","4","2","0","2","4","0","0","4","0","0","0","0","113","54","0","59","70","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00300500","University of North Dakota","2019","206","7","0","3","5","0","7","22","147","27","10","109","5","0","0","1","0","3","9","85","10","5","97","2","0","3","4","0","4","13","62","17","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","84","2","0","3","1","0","5","11","56","16","1","0","0","0","0","0","3","0","0","1","1","0","1","4","0","7","0","0","0","4","0","12","3","0","2","1","0","0","35","0","21","44","0","40","54","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","3","1","0","2","0","0","0","0","6","3","0","3","2","0","0","2","5","3","0","2","40","19","0","21","26","0","28","68","0","0","0","0","0","0","0","0","4","1","0","3","4","3","0","1","8","4","0","4","0","0","0","0","5","3","0","2","0","0","0","0","4","1","0","3","51","31","0","20","39","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00302302","Capital University","2019","432","15","2","8","28","0","28","81","339","4","8","210","7","1","2","15","0","12","37","169","1","3","222","8","1","6","13","0","16","44","170","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","175","5","0","2","11","0","15","33","136","1","5","0","0","0","0","0","2","6","0","5","2","0","3","16","0","17","0","0","0","1","0","0","8","0","7","2","0","3","69","0","67","88","0","87","131","0","0","0","0","3","0","0","3","10","6","0","4","8","4","0","4","27","13","0","14","0","0","0","0","2","0","0","2","6","3","0","3","2","0","0","2","100","48","0","52","61","0","70","103","2","1","0","1","2","2","0","0","6","2","0","4","1","0","0","1","16","5","0","11","0","0","0","0","1","0","0","1","5","0","0","5","1","1","0","0","85","42","0","43","48","0","55","23","0","0","0","0","1","0","0","1","1","1","0","0","1","1","0","0","5","3","0","2","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","18","10","0","8","13","0","10"
