"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00173900","Northwestern University","2019","747","79","3","67","40","0","22","211","432","72","32","352","33","1","30","16","0","7","87","218","26","21","390","46","2","37","24","0","15","124","211","45","10","5","0","0","0","0","0","0","0","3","1","1","","","","","","","","","","","","","","","","","","","","","","","243","21","2","28","16","0","6","73","141","19","10","1","0","1","12","0","16","7","0","9","12","0","9","33","0","40","0","0","0","10","0","9","1","0","5","6","1","3","73","3","65","122","4","117","267","1","0","0","1","20","9","0","11","10","4","0","6","28","7","0","21","70","23","0","47","0","0","0","0","27","9","1","17","11","3","0","8","6","4","0","2","164","80","0","84","116","1","150","237","0","0","0","0","19","9","0","10","14","5","0","9","30","14","0","16","68","31","0","37","0","0","0","0","26","7","0","19","5","3","0","2","16","11","0","5","127","65","0","62","114","0","123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00175800","Southern Illinois University-Carbondale","2019","254","9","0","6","17","0","16","48","200","5","1","124","3","0","1","8","0","10","22","97","4","1","130","6","0","5","9","0","6","26","103","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","86","4","0","4","3","0","8","19","67","0","0","0","0","0","1","0","3","2","0","1","1","0","3","7","0","12","0","0","0","0","0","0","3","0","5","0","0","0","31","0","36","38","0","48","63","0","0","0","0","0","0","0","0","7","4","0","3","2","1","0","1","11","6","0","5","0","0","0","0","2","2","0","0","2","1","0","1","0","0","0","0","50","23","0","27","31","0","32","105","0","0","0","0","2","0","0","2","7","2","0","5","3","1","0","2","18","9","0","9","0","0","0","0","3","2","0","1","6","6","0","0","1","1","0","0","83","43","0","40","55","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00177400","University of Chicago","2019","614","95","0","66","30","0","34","225","364","8","17","313","51","0","22","13","0","21","107","195","3","8","299","44","0","44","16","0","13","117","169","5","8","2","0","0","0","1","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","","197","36","0","23","11","0","8","78","113","1","5","0","0","0","5","0","18","6","1","4","19","0","17","34","1","43","0","0","0","0","0","1","4","0","4","2","0","3","58","0","55","94","1","102","212","0","0","0","0","25","11","0","14","10","6","0","4","31","15","0","16","80","42","0","38","0","0","0","0","2","0","0","2","14","10","0","4","5","1","1","3","125","75","0","50","118","1","93","205","0","0","0","0","18","6","0","12","9","1","0","8","28","17","0","11","67","31","0","36","0","0","0","0","5","3","0","2","12","7","0","5","7","5","0","2","126","62","0","64","101","0","104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00177500","University of Illinois","2019","399","34","0","34","18","0","12","98","242","36","23","232","24","0","18","9","0","8","59","146","17","10","167","10","0","16","9","0","4","39","96","19","13","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","130","5","0","4","7","0","5","21","81","14","14","0","0","0","2","0","2","2","0","5","3","0","2","12","0","9","0","0","0","5","0","9","5","0","0","7","0","7","47","0","34","71","0","59","122","0","0","0","0","17","9","0","8","4","1","0","3","17","12","0","5","40","23","0","17","0","0","0","0","9","5","0","4","2","1","0","1","2","0","0","2","71","40","0","31","68","0","54","147","0","0","0","0","13","7","0","6","7","6","0","1","12","9","0","3","37","24","0","13","0","0","0","0","13","7","0","6","5","2","0","3","7","3","0","4","90","59","0","31","93","0","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00180900","Indiana University - Bloomington","2019","511","32","0","21","25","1","7","86","357","47","21","244","19","0","7","9","1","3","39","169","20","16","265","13","0","14","16","0","4","47","186","27","5","2","0","0","0","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","169","10","0","7","8","0","3","28","128","9","4","0","0","0","4","0","3","3","0","5","4","0","6","12","0","16","0","0","0","5","0","4","1","0","2","4","0","0","51","0","77","72","0","97","182","0","0","0","0","10","1","0","9","7","2","0","5","16","11","0","5","36","15","0","21","0","0","0","0","23","10","0","13","3","1","0","2","8","7","0","1","115","55","2","58","87","2","93","160","0","0","0","0","4","2","0","2","10","4","0","6","6","4","0","2","22","12","0","10","1","0","0","0","15","5","0","10","1","1","0","0","9","5","0","4","114","63","0","51","85","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00181300","Indiana University - Indianapolis","2019","788","38","5","45","61","2","0","151","629","2","6","403","19","3","22","23","1","0","68","329","1","5","385","19","2","23","38","1","0","83","300","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","262","10","3","16","18","1","0","48","212","0","2","1","0","2","8","0","8","9","0","9","5","0","5","23","0","25","0","0","1","0","0","0","0","0","0","2","0","0","115","0","97","140","0","122","235","2","2","0","0","12","7","0","5","18","10","0","8","12","5","0","7","45","25","0","20","1","1","0","0","0","0","0","0","0","0","0","0","3","2","0","1","187","101","0","86","128","0","107","228","0","0","0","0","15","7","0","8","18","3","0","15","12","6","0","6","45","16","0","29","0","0","0","0","2","1","0","1","0","0","0","0","1","1","0","0","180","90","0","90","108","0","120","63","0","0","0","0","2","0","0","2","7","1","0","6","4","3","0","1","13","4","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","23","0","27","27","0","36"
"00184000","University of Notre Dame","2019","599","58","2","45","30","1","27","163","402","14","20","305","28","1","15","15","0","10","69","214","9","13","294","30","1","30","15","1","17","94","188","5","7","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","214","24","0","15","13","1","6","59","144","4","7","0","0","0","6","0","9","5","0","8","14","0","10","25","0","34","0","0","1","3","0","1","0","0","6","3","0","4","74","0","70","105","0","109","187","1","0","0","1","16","5","0","11","7","3","0","4","17","6","0","11","50","18","0","32","0","0","0","0","6","3","0","3","9","4","0","5","8","6","0","2","123","63","0","60","90","0","97","198","1","1","0","0","14","4","0","10","10","7","0","3","17","8","0","9","54","26","0","28","0","0","0","0","4","3","0","1","12","6","0","6","5","4","0","1","135","77","0","58","110","0","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00186000","Drake University","2019","322","13","0","3","16","0","5","37","277","3","5","170","4","0","3","7","0","2","16","152","0","2","152","9","0","0","9","0","3","21","125","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","117","4","0","0","5","0","0","9","105","3","0","0","0","0","0","0","0","2","0","3","2","0","2","4","0","5","0","0","0","0","0","3","0","0","0","0","0","0","57","0","48","61","0","56","115","0","0","0","0","3","3","0","0","4","2","0","2","5","2","0","3","16","8","0","8","0","0","0","0","0","0","0","0","4","1","0","3","4","1","0","3","95","50","0","45","59","0","56","90","0","0","0","0","0","0","0","0","7","3","0","4","4","0","0","4","12","4","0","8","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","77","45","0","32","50","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00189200","University of Iowa","2019","431","34","0","20","16","0","14","84","298","16","33","235","18","0","10","5","0","7","40","168","6","21","196","16","0","10","11","0","7","44","130","10","12","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","151","13","0","5","5","0","4","27","108","3","13","0","0","0","3","0","2","2","0","3","7","0","6","15","0","12","0","0","0","0","0","3","3","0","1","9","0","4","58","0","50","82","0","69","144","0","0","0","0","5","2","0","3","4","0","0","4","12","7","0","5","27","12","0","15","0","0","0","0","9","4","0","5","6","3","0","3","6","4","0","2","102","64","0","38","84","0","60","136","0","0","0","0","10","5","0","5","7","3","0","4","9","4","0","5","30","13","0","17","0","0","0","0","4","2","0","2","4","1","0","3","14","8","0","6","88","46","0","42","69","0","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00194800","University of Kansas","2019","311","22","4","12","14","0","2","54","245","1","11","147","11","2","8","6","0","1","28","112","0","7","164","11","2","4","8","0","1","26","133","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","109","9","0","3","3","0","2","17","88","0","4","0","0","0","1","0","2","1","0","2","5","0","4","8","0","9","0","0","0","0","0","0","1","0","1","3","0","1","40","0","48","51","0","58","101","2","1","0","1","4","3","0","1","4","2","0","2","7","1","0","6","17","7","0","10","0","0","0","0","1","0","0","1","0","0","0","0","2","1","0","1","81","40","0","41","48","0","53","101","2","1","0","1","5","4","0","1","7","3","0","4","6","5","0","1","20","13","0","7","0","0","0","0","0","0","0","0","0","0","0","0","5","3","0","2","76","32","0","44","48","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00194900","Washburn University","2019","297","21","1","6","11","0","16","55","233","4","5","158","8","0","4","5","0","11","28","123","3","4","138","13","1","2","5","0","5","26","110","1","1","1","0","0","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","100","8","1","2","6","0","5","22","76","0","2","0","0","1","2","0","0","2","0","4","3","0","5","12","0","10","0","0","0","0","0","0","5","0","0","2","0","0","36","0","40","50","0","50","96","0","0","0","0","0","0","0","0","3","2","0","1","7","2","0","5","14","7","0","7","0","0","0","0","2","2","0","0","4","3","0","1","1","1","0","0","79","38","0","41","48","0","48","101","0","0","0","0","4","2","0","2","2","1","1","0","6","3","0","3","19","9","1","9","0","0","0","0","2","1","0","1","7","3","0","4","2","1","0","1","78","49","0","29","60","1","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00198903","University of Kentucky","2019","348","18","6","7","31","0","0","62","273","3","10","180","9","4","3","11","0","0","27","147","2","4","168","9","2","4","20","0","0","35","126","1","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","100","4","1","3","7","0","0","15","81","0","4","0","0","1","1","0","2","3","0","4","2","0","2","6","0","9","0","0","0","0","0","0","0","0","0","2","0","2","40","0","41","48","0","52","139","3","3","0","0","1","0","0","1","18","7","0","11","7","3","0","4","29","13","0","16","0","0","0","0","2","1","0","1","0","0","0","0","5","1","0","4","103","56","0","47","71","0","68","109","2","1","0","1","3","2","0","1","6","1","0","5","7","4","0","3","18","8","0","10","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","89","51","0","38","61","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00199900","University of Louisville","2019","357","14","0","7","10","1","18","50","302","2","3","164","3","0","1","4","0","3","11","149","1","3","192","11","0","6","6","1","15","39","152","1","0","1","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","97","4","0","2","5","0","4","15","79","0","3","0","0","0","0","0","2","3","0","2","2","0","2","6","0","9","0","0","0","0","0","0","1","0","3","3","0","0","36","1","42","45","1","51","123","0","0","0","0","0","0","0","0","2","0","0","2","7","1","0","6","12","2","0","10","0","0","0","0","2","1","0","1","3","1","0","2","0","0","0","0","109","54","0","55","57","0","66","137","0","0","0","0","5","1","0","4","3","1","0","2","3","0","0","3","23","3","0","20","1","0","0","1","0","0","0","0","11","1","0","10","0","0","0","0","114","59","0","55","62","0","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00201000","Louisiana State University","2019","571","41","2","8","64","0","12","127","438","0","6","284","23","0","4","19","0","6","52","229","0","3","287","18","2","4","45","0","6","75","209","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","206","12","1","1","25","0","5","44","162","0","0","0","0","1","1","0","0","7","0","18","7","0","5","17","0","27","0","0","0","0","0","0","2","0","3","0","0","0","81","0","81","98","0","108","188","1","0","0","1","4","2","0","2","15","5","0","10","14","7","0","7","37","15","0","22","0","0","0","0","0","0","0","0","3","1","0","2","5","2","0","3","146","86","0","60","103","0","85","177","0","0","0","0","3","1","0","2","24","7","0","17","15","9","0","6","46","20","0","26","0","0","0","0","0","0","0","0","4","3","0","1","1","1","0","0","130","62","0","68","83","0","94","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00201600","Loyola University-New Orleans","2019","515","71","1","16","75","1","25","189","313","2","11","226","28","0","8","27","1","10","74","147","0","5","288","43","1","8","48","0","15","115","166","2","5","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","175","31","0","4","18","1","9","63","108","1","3","0","0","0","1","0","3","3","0","15","13","0","18","20","0","43","1","0","0","0","0","1","2","0","7","1","1","1","46","0","62","67","1","107","155","1","0","0","1","4","2","0","2","21","8","0","13","17","5","0","12","50","18","0","32","0","0","0","0","1","0","0","1","7","3","0","4","6","3","0","3","98","45","0","53","66","0","89","173","0","0","0","0","8","5","0","3","34","15","0","19","23","10","0","13","73","34","0","39","0","0","0","0","0","0","0","0","8","4","0","4","1","0","0","1","99","53","0","46","87","0","86","12","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","8","3","0","5","6","0","6"
"00202500","Southern University","2019","669","25","3","9","385","1","27","450","210","6","3","266","8","2","5","120","0","9","144","117","3","2","403","17","1","4","265","1","18","306","93","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","241","17","1","4","132","1","9","164","72","5","0","1","0","0","3","0","1","34","0","98","6","0","11","45","0","119","0","0","1","3","0","2","1","0","8","0","0","0","35","0","37","83","0","158","244","1","1","0","0","2","1","0","1","148","52","0","96","6","2","0","4","167","60","0","107","0","0","0","0","1","0","0","1","10","4","0","6","1","1","0","0","75","48","0","27","109","0","135","174","1","0","0","1","3","1","0","2","99","31","0","68","2","0","0","2","113","36","0","77","0","0","0","0","0","0","0","0","8","4","0","4","2","1","0","1","59","32","0","27","69","0","105","10","0","0","0","0","0","0","0","0","6","3","0","3","0","0","0","0","6","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","2","5","0","5"
"00202900","Tulane University","2019","617","67","2","20","53","0","7","149","438","14","16","271","34","2","7","21","0","3","67","187","8","9","346","33","0","13","32","0","4","82","251","6","7","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","212","28","2","10","20","0","1","61","143","4","4","2","0","0","4","0","6","10","0","10","14","0","14","31","0","30","0","0","0","2","0","2","1","0","0","2","0","2","57","0","86","92","0","120","195","0","0","0","0","3","1","0","2","19","5","0","14","27","13","0","14","51","21","0","30","0","0","0","0","2","2","0","0","2","2","0","0","6","3","0","3","136","61","0","75","87","0","108","210","0","0","0","0","7","2","0","5","14","6","0","8","12","7","0","5","37","15","0","22","0","0","0","0","8","4","0","4","4","0","0","4","6","4","0","2","159","69","0","90","92","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00205400","University of Maine","2019","253","10","2","8","3","0","1","24","223","6","0","122","4","1","1","2","0","1","9","111","2","0","131","6","1","7","1","0","0","15","112","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","91","5","1","0","1","0","1","8","82","1","0","1","0","0","0","0","0","1","0","0","2","0","3","5","0","3","0","0","0","0","0","1","1","0","0","0","0","0","43","0","39","48","0","43","86","0","0","0","0","7","1","0","6","0","0","0","0","2","2","0","0","9","3","0","6","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","74","36","0","38","39","0","47","76","1","0","0","1","1","0","0","1","2","1","0","1","3","0","0","3","7","1","0","6","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","67","32","0","35","35","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00210200","University of Baltimore","2019","668","56","0","49","103","0","33","241","393","6","28","317","27","0","25","34","0","17","103","191","4","19","351","29","0","24","69","0","16","138","202","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","265","28","0","17","41","0","15","101","155","1","8","0","0","0","12","0","5","10","0","31","11","0","17","40","0","61","0","0","0","1","0","0","7","0","8","4","0","4","76","0","79","121","0","144","206","0","0","0","0","19","6","0","13","33","14","0","19","15","7","0","8","79","33","0","46","0","0","0","0","2","1","0","1","12","6","0","6","10","9","0","1","115","56","0","59","99","0","107","187","0","0","0","0","12","6","0","6","26","8","0","18","13","9","0","4","56","26","0","30","0","0","0","0","3","2","0","1","5","3","0","2","9","5","0","4","119","58","0","61","91","0","96","10","0","0","0","0","1","1","0","0","3","2","0","1","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","4","1","0","3","6","0","4"
"00210400","University of Maryland","2019","641","48","2","48","64","0","23","185","444","11","1","258","14","1","15","12","0","8","50","206","2","0","376","33","1","32","51","0","15","132","234","9","1","7","1","0","1","1","0","0","3","4","0","0","","","","","","","","","","","","","","","","","","","","","","","216","12","1","12","20","0","8","53","157","6","0","0","0","1","4","1","7","1","0","19","2","0","10","9","1","43","0","0","0","1","0","5","2","0","6","0","0","0","57","4","96","67","5","144","207","0","0","0","0","13","1","0","12","24","7","1","16","20","7","1","12","66","18","2","46","0","0","0","0","2","1","0","1","9","3","0","6","0","0","0","0","139","71","0","68","90","2","115","190","1","1","0","0","18","8","0","10","17","4","0","13","16","5","0","11","58","21","0","37","0","0","0","0","3","0","0","3","6","3","0","3","0","0","0","0","129","66","0","63","87","0","103","28","0","0","0","0","5","2","0","3","3","0","0","3","0","0","0","0","8","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","19","12","0","7","14","0","14"
"00212801","Boston College","2019","733","35","0","75","29","1","21","161","516","26","30","352","21","0","27","13","0","9","70","257","6","19","379","14","0","48","16","0","11","89","259","20","11","2","0","0","0","0","1","1","2","0","0","0","","","","","","","","","","","","","","","","","","","","","","","254","13","0","30","14","1","6","64","176","7","7","0","0","0","6","0","24","6","0","8","7","0","6","22","2","40","0","1","0","2","0","5","3","1","2","4","0","3","81","0","95","109","2","143","233","0","0","0","0","16","6","0","10","8","5","0","3","11","6","0","5","45","21","0","24","0","0","0","0","10","1","0","9","10","4","0","6","12","9","0","3","166","85","0","81","116","0","117","246","0","0","0","0","29","15","0","14","7","2","0","5","11","8","0","3","52","27","0","25","0","0","0","0","9","3","0","6","5","2","0","3","11","6","0","5","174","91","0","83","127","0","119","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00213007","Boston University","2019","742","97","1","56","29","0","31","214","460","28","40","304","36","0","17","5","0","6","64","210","9","21","438","61","1","39","24","0","25","150","250","19","19","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","231","34","0","22","7","0","10","73","142","5","11","0","0","0","7","0","15","2","0","5","12","0","22","27","0","46","0","0","0","3","0","2","6","0","4","6","0","5","71","0","71","107","0","124","282","0","0","0","0","17","3","0","14","14","3","0","11","43","14","0","29","87","20","0","67","0","0","0","0","8","3","0","5","13","0","0","13","15","8","0","7","172","74","0","98","105","0","177","229","1","0","0","1","17","7","0","10","8","0","0","8","20","10","0","10","54","17","0","37","0","0","0","0","15","3","0","12","8","0","0","8","14","7","0","7","146","65","0","81","92","0","137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00215510","Harvard University","2019","1740","174","7","180","140","1","48","550","865","233","92","877","93","3","86","56","1","19","258","460","106","53","857","81","4","94","84","0","29","292","402","124","39","6","0","0","0","0","0","0","0","3","3","0","","","","","","","","","","","","","","","","","","","","","","","564","55","3","59","48","0","24","189","283","66","26","1","0","2","30","0","29","16","0","32","31","0","24","87","0","102","0","0","0","28","2","36","9","0","15","12","0","14","150","1","132","277","3","284","608","3","1","0","2","55","22","0","33","52","25","0","27","66","34","0","32","187","86","0","101","0","0","0","0","82","32","1","49","11","4","0","7","36","24","0","12","303","163","2","138","305","3","300","568","1","1","0","0","66","34","0","32","40","15","0","25","53","28","0","25","174","85","0","89","1","0","0","0","85","46","0","39","13","6","0","7","30","17","0","13","279","147","0","132","295","0","273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00219900","Northeastern University","2019","603","70","1","64","36","2","30","203","362","20","18","202","24","1","12","9","0","7","53","131","9","9","399","46","0","52","27","2","23","150","229","11","9","2","0","0","0","0","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","208","28","0","14","9","0","13","64","133","7","4","0","0","0","1","0","13","1","0","8","11","0","17","15","0","49","0","0","0","4","0","3","2","0","11","2","0","2","42","1","90","63","1","144","189","0","0","0","0","24","5","0","19","11","3","0","8","21","5","0","16","65","15","0","50","1","0","0","1","9","3","0","6","8","2","0","6","6","4","0","2","109","44","1","64","66","1","122","206","1","1","0","0","26","6","0","20","16","5","0","11","21","8","0","13","74","23","0","51","1","0","0","1","4","2","0","2","9","3","0","6","8","3","0","5","120","45","0","75","73","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
