Order,School ID,school,USNRank,Overall,USNScore,Peer Rep,Lawyer Judge Rep,LSAT,UPGA,Student Selectivity,Employed at Graduation,Employed at 9 mos,Bar Passage,Financial Aid,Direct Expenses,Student-Faculty Ratio,Library,Peer,Lawyer/Judge,Student/Faculty,LSAT_percentile,UGPA,Acceptance,Grad Impute,employed9mo,Bar Passage,FinAid,DirExp,Library
91,3114,Syracuse University,87,42,0.030441558,-0.182112295,0.06816521,0.096427537,0.188889302,-0.226142414,-0.071714567,-0.02658192,0.546917929,-0.153966209,0.223961748,0.617876948,-0.260713955,2.2,2.9,10.2,0.6714,3.37,56,38.7,66.7,1.126315789,18113.5,40089.5,647424
92,3096,University of New Hampshire School of Law,87,42,0.034945127,-0.529300572,-0.322957499,0.096427537,0.278462323,0.250328769,0.455281521,0.647575674,0.346830445,-0.540287961,0.707243212,-0.066246601,-0.68226114,1.9,2.6,12,0.6714,3.44,48,49.5,76.6,1.101315789,12380.5,47491,437825
93,3142,Villanova University,87,42,-0.003209477,-0.066382869,0.459287919,0.4285326,0.419219929,0.071652075,0.030756895,-0.258110791,0.08927794,-0.138332745,-0.783639132,-1.358479971,-0.057724743,2.3,3.2,15.4,0.7418,3.55,51,40.8,63.3,1.069135802,18345.5,24658,748353
94,3134,Lewis & Clark College,94,41,0.067237304,0.049346557,0.198539446,0.581848147,0.137704718,-0.881290291,-0.398647325,-0.074249629,-0.343997921,-0.43964754,-0.189388696,0.579870085,0.204709744,2.4,3,10.3,0.7743,3.33,67,32,66,1.015,13874,33759,878839
95,3065,Louisiana State University,94,41,0.016983575,-0.182112295,-0.062209026,0.096427537,0.009743258,-0.583495802,0.279616158,0.926772253,1.66101666,-0.87307184,-0.448838658,-1.738548609,1.101845274,2.2,2.8,16.4,0.6714,3.23,62,45.9,80.7,1.265517241,7442,29785.5,1324907
96,3079,Michigan State University,94,41,-0.101351214,-0.066382869,0.06816521,0.096427537,0.432016075,0.548123258,-0.53527594,-0.700739514,0.939461795,-0.432807899,-0.442733569,-0.332294647,-0.478079281,2.3,2.9,12.7,0.6714,3.56,43,29.2,56.8,1.175362319,13975.5,29879,539347
97,3012,Santa Clara University,94,41,-0.000200044,0.049346557,0.328913682,0.4285326,0.112112426,0.131210973,-0.715820896,-0.74159755,0.385551829,-0.151439248,-0.216551445,0.465849493,0.563133155,2.4,3.1,10.6,0.7418,3.31,50,25.5,56.2,1.106153846,18151,33343,1057052
98,3064,University of Louisville,94,41,-0.066627366,-0.29784172,0.06816521,-0.273888478,0.252870031,-1.059966985,0.328412092,0.913152908,-0.543097318,-1.07479069,-0.68644742,-0.332294647,-0.538681001,2.1,2.9,12.7,0.5929,3.42,70,46.9,80.5,0.990123457,4448.5,26146.5,509215
99,3088,University of Mississippi,94,41,-0.06076154,-0.182112295,-0.192583263,0.096427537,0.316850761,0.48856436,-0.598710654,0.341140404,0.082070722,-1.07455484,-0.61292517,0.389835765,-0.475706056,2.2,2.7,10.8,0.6714,3.47,44,27.9,72.1,1.068235294,4452,27272.5,540527
100,3143,University of South Carolina,94,41,0.003168832,-0.066382869,-0.062209026,0.096427537,0.009743258,-0.285701312,-0.071714567,0.572669274,0.006155176,-0.581056261,-0.268722206,-0.598342694,-0.180134906,2.3,2.8,13.4,0.6714,3.23,57,38.7,75.5,1.05875,11775.5,32544,687489
101,3168,West Virginia University,94,41,-0.053615615,-0.29784172,-0.192583263,-0.08707938,0.265666177,-0.107024619,-0.344971797,0.40923713,-0.368008419,-0.370240352,-0.187331901,0.959938723,-0.585017222,2.1,2.7,9.3,0.6325,3.43,54,33.1,73.1,1.012,14904,33790.5,486176
102,3190,Florida International University,102,40,-0.131726403,-0.760759424,-1.235577153,0.266253989,0.470404513,1.501065625,0.352400173,0.681624037,0.233690559,-0.48594146,0.098660508,0.427842629,-0.454873963,1.7,1.9,10.7,0.7074,3.59,27,47.3916,77.1,1.087179487,13187,38170.5,550885
103,3055,Indiana University - Indianapolis,102,40,-0.081297793,0.049346557,0.328913682,-0.465886717,0.214481594,-1.298202576,0.069793642,0.252614659,-0.579763655,0.419653872,-0.76578093,-1.016418196,-0.190651513,2.4,3.1,14.5,0.5522,3.39,74,41.6,70.8,0.985542169,26626,24931.5,682260
104,3097,Rutgers University - Camden,102,40,0.013658257,0.049346557,0.06816521,0.096427537,-0.015849034,0.607682156,0.601669323,-0.789265259,0.022238158,-1.104878369,-0.677991708,4.494577059,-0.098413492,2.4,2.9,,0.6714,3.21,42,52.5,55.5,1.060759494,4002,26276,728122
105,3169,Marquette University,105,39,-0.12281548,-0.066382869,0.198539446,-0.465886717,0.137704718,-1.238643679,-0.09123294,0.354759749,0.627335865,-0.335974765,-0.843743244,-0.978411333,-0.330140855,2.3,3,14.4,0.5522,3.33,73,38.3,72.3,1.136363636,15412.5,23737.5,612904
106,3036,Stetson University,105,39,-0.08507197,-0.29784172,-0.192583263,0.096427537,0.009743258,0.071652075,0.041355371,0.245804986,0.68517001,-0.340253752,-0.196669096,-0.940404469,0.82369923,2.1,2.7,14.3,0.6714,3.23,51,41.0172,70.7,1.143589744,15349,33647.5,1186609
107,3083,Wayne State University,105,39,-0.29852391,-0.529300572,-0.453331735,0.266253989,0.086520134,0.190769871,-0.618229028,-1.020794129,2.1676087,-0.644398742,-0.426279211,0.73189754,1.154323724,1.9,2.5,9.9,0.7074,3.29,49,27.5,52.1,1.328813559,10835.5,30131,1351000
108,3030,Catholic University,108,38,-0.126141907,-0.29784172,0.06816521,0.096427537,-0.054237471,-0.166583516,0.260097784,-0.584975079,-0.544085405,0.718576477,-0.285209212,1.149973042,0.071066984,2.1,2.9,8.8,0.6714,3.18,55,45.5,58.5,0.99,31062,32291.5,812390
109,3171,University of Wyoming,108,38,-0.141808985,-0.413571146,-0.192583263,-0.465886717,0.176093156,0.012093177,0.601669323,0.708862728,-0.368770657,-1.133382485,-0.730227764,0.23780831,-0.543061412,2,2.7,11.2,0.5522,3.36,52,52.5,77.5,1.011904762,3579,25476,507037
110,3165,Gonzaga University,110,37,-0.219848495,-0.413571146,0.06816521,-0.273888478,0.03533555,-0.285701312,-0.53527594,0.334330731,0.560787922,-0.357437085,-0.848118014,-1.168445652,-0.312005792,2,2.9,14.9,0.5929,3.25,57,29.2,72,1.12804878,15094,23670.5,621921
111,3033,Howard University,110,37,-0.263034275,-0.066382869,-0.062209026,-0.641845792,-0.054237471,0.667241054,0.372328433,-0.762026568,-1.264400347,0.982660717,-0.843906482,0.579870085,-0.121373442,2.3,2.8,10.3,0.5149,3.18,41,47.8,55.9,0.9,34981,23735,716706
112,3069,University of Maine,110,37,-0.263037354,-0.182112295,-0.062209026,-0.273888478,0.201685448,-0.166583516,0.074673235,-1.136558565,0.17820571,-1.102317715,-0.469112778,0.921931859,-0.368448333,2.2,2.8,9.4,0.5929,3.38,55,41.7,50.4,1.080246914,4040,29475,593857
113,3094,Creighton University,113,35,-0.320991178,-0.529300572,0.06816521,-0.465886717,0.112112426,-1.179084781,-0.008279853,-0.516878352,-0.827845836,-0.770510928,-0.113450529,-0.25628092,-0.37740022,1.9,2.9,12.5,0.5522,3.31,72,40,59.5,0.954545455,8964,34922,589406
114,3106,CUNY,113,35,-0.147558848,-0.413571146,-0.453331735,-0.08707938,0.201685448,0.726799952,-0.682795808,-0.768836241,-0.015854447,-1.178160229,0.865257283,2.404199548,-0.956012694,2,2.5,5.5,0.6325,3.38,40,26.1768,55.8,1.056,2914.5,49911,301712
115,3058,Drake University,113,35,-0.229379638,-0.529300572,-0.062209026,-0.465886717,0.03533555,-1.536438168,-0.510877973,0.504572548,-0.334961712,0.742902685,-0.55014396,0.313822038,-0.671316146,1.9,2.8,11,0.5522,3.25,78,29.7,74.5,1.016129032,31423,28234,443267
116,3166,Seattle University,113,35,-0.215015174,-0.182112295,0.198539446,-0.08707938,0.086520134,0.071652075,-0.736256633,-0.84374264,-0.444529681,-0.788603967,-0.252855504,-0.104253464,-0.366867524,2.2,3,12.1,0.6325,3.29,51,25.0812,54.7,1.002439024,8695.5,32787,594643
117,3093,University of Montana,113,35,-0.309484856,-0.529300572,-0.583705972,-0.08707938,0.201685448,-0.285701312,0.269856971,0.388808112,-0.742823984,-1.127351472,-0.822293814,-1.206452516,-1.178446265,1.9,2.4,15,0.6325,3.38,57,45.7,72.8,0.965168539,3668.5,24066,191115
118,3138,Duquesne University,118,35,-0.458326018,-0.760759424,-0.192583263,-0.465886717,0.316850761,-0.34526021,-0.315694237,-0.632642787,-0.34548005,-0.291500257,-0.537280831,-1.130438788,-0.705132597,1.7,2.7,14.8,0.5522,3.47,58,33.7,57.8,1.014814815,16072.5,28431,426453
119,3041,Mercer University,118,35,-0.268924904,-0.413571146,-0.453331735,-0.465886717,0.086520134,0.071652075,-0.437684072,0.334330731,-0.294564542,1.225855415,-0.56855717,-1.016418196,-0.74779233,2,2.5,14.5,0.5522,3.29,51,31.2,72,1.021176471,38590,27952,405242
120,3153,Texas Tech University,118,35,-0.30517955,-0.645029998,-0.453331735,-0.08707938,0.291258469,-0.285701312,-0.584071874,0.266234004,-0.379307477,-0.830585207,-0.516712884,-1.092431924,0.302243276,1.8,2.5,14.7,0.6325,3.45,57,28.2,71,1.010588235,8072.5,28746,927334
121,3136,Willamette University,118,35,-0.21577853,-0.413571146,-0.062209026,-0.641845792,0.009743258,-1.179084781,-0.730459676,0.525001566,-0.404024166,-0.461076166,-0.603098262,1.378014225,-0.819256584,2,2.8,8.2,0.5149,3.23,72,25.2,74.8,1.0075,13556,27423,369709
122,3045,DePaul University,122,34,-0.259659767,-0.182112295,-0.062209026,-0.273888478,0.137704718,-0.166583516,-0.774376017,-0.584975079,-0.52771461,2.160898262,-0.729085101,-0.484322103,-0.472311137,2.2,2.8,13.1,0.5929,3.33,55,24.3,58.5,0.992045455,52466,25493.5,542215
123,3108,Hofstra University,122,34,-0.362926125,-0.29784172,-0.062209026,-0.465886717,0.16329701,0.071652075,-0.716816333,-0.816503949,0.346970857,0.071506072,-0.718768479,-1.130438788,-0.007362083,2.1,2.8,14.8,0.5522,3.35,51,25.4796,55.1,1.101333333,21459.5,25651.5,773394
124,3070,University of Baltimore,122,34,-0.439930694,-0.413571146,-0.453331735,-0.465886717,0.086520134,-0.404819108,0.347930466,-0.632642787,0.026163925,-0.59268028,-1.183604086,-0.142260328,-0.819324965,2,2.5,12.2,0.5522,3.29,59,47.3,57.8,1.06125,11603,18532.5,369675
125,3158,Vermont Law School,122,34,-0.3321274,-0.413571146,-0.192583263,-0.465886717,-0.041441325,-1.298202576,-0.545035127,-0.789265259,-1.349771007,0.33016577,0.384457031,0.541863221,-0.588142639,2,2.7,10.4,0.5522,3.19,74,29,55.5,0.889333333,25298,42547.5,484622
126,3061,Washburn University,122,34,-0.307729009,-0.645029998,-0.453331735,-0.641845792,0.073723988,-0.107024619,-0.715820896,0.388808112,-0.706853201,-0.194094345,-0.387428644,0.883924995,-0.057744855,1.8,2.5,9.5,0.5149,3.28,54,25.5,72.8,0.969662921,17518,30726,748343
127,3182,Chapman University,127,33,-0.414269869,-0.645029998,-0.583705972,0.266253989,0.240073886,0.012093177,-0.911004632,-1.45661318,0.853448714,0.54927011,-0.387102169,1.03595245,-0.176806357,1.8,2.4,9.1,0.7074,3.41,52,21.5,45.7,1.164615385,28549.5,30731,689144
128,3124,Cleveland State University,127,33,-0.321664883,-0.760759424,-0.453331735,-0.273888478,0.086520134,-0.166583516,-0.579192281,0.055134152,0.010575714,-0.527012994,-0.307409535,0.693890676,-0.190444358,1.7,2.5,10,0.5929,3.29,55,28.3,67.9,1.059302326,12577.5,31951.5,682363
129,3199,Drexel University,127,33,-0.315594939,-0.413571146,-0.453331735,-0.08707938,0.073723988,0.131210973,-0.510877973,-0.476020316,-0.543097318,-0.214680651,-0.518508498,0.503856357,-0.982818074,2,2.5,10.5,0.6325,3.28,50,29.7,60.1,0.990123457,17212.5,28718.5,288384
130,3109,New York Law School,127,33,-0.33204267,-0.645029998,-0.322957499,-0.641845792,-0.003052888,-0.226142414,-0.413286105,-0.591784751,0.209928482,-0.993220398,0.790690312,-0.25628092,0.603359326,1.8,2.6,12.5,0.5149,3.22,56,31.7,58.4,1.084210526,5659,48769,1077053
131,3025,Quinnipiac University,127,33,-0.386782391,-0.529300572,-0.974828681,-0.273888478,0.201685448,-0.226142414,-0.80853317,-0.33301719,-0.34548005,1.826665593,-0.434539038,0.465849493,-0.219526426,1.9,2.1,10.6,0.5929,3.38,56,23.6,62.2,1.014814815,47506,30004.5,667903
132,3127,University of Akron,127,33,-0.473180492,-0.760759424,-0.714080208,-0.273888478,0.304054615,-0.762172495,-0.54991472,-0.176394719,-0.668791092,-0.841232135,-0.89744844,0.427842629,-0.752212965,1.7,2.3,10.7,0.5929,3.46,65,28.9,64.5,0.974418605,7914.5,22915,403044
133,3044,University of Idaho,127,33,-0.257316012,-0.413571146,-0.322957499,-0.641845792,-0.092625909,-0.523936904,0.177437472,0.436475821,-0.647263047,0.295327405,-0.678383478,0.275815174,-0.627825784,2,2.6,11.1,0.5149,3.15,61,43.806,73.5,0.977108434,24781,26270,464891
134,3090,University of Missouri - Kansas City,127,33,-0.754576696,-0.182112295,-0.322957499,-0.465886717,-4.123411885,-0.166583516,-0.439792056,-0.428352607,-0.312873201,-0.351574536,-0.75836994,-0.370301511,-1.562818281,2.2,2.6,12.8,0.5522,0,55,31.1568,60.8,1.018888889,15181,25045,0
135,3066,Loyola University - New Orleans,135,32,-0.289368518,-0.29784172,0.06816521,-0.273888478,-0.092625909,-0.34526021,-1.081790401,-0.605404097,0.48809003,-0.285435551,-0.599572328,0.351828902,-0.340180805,2.1,2.9,10.9,0.5929,3.15,58,18,58.2,1.118965517,16162.5,27477,607912
136,3006,University of Arkansas - Little Rock,135,32,-0.419393836,-0.29784172,-0.192583263,-0.841391874,0.060927842,-0.821731393,-0.662145368,-0.285349481,-1.116967464,-0.318420811,-0.618181423,-1.282466243,-0.549913597,2.1,2.7,15.2,0.4726,3.27,66,26.6,62.9,0.918421053,15673,27192,503630
137,3191,University of St. Thomas,135,32,-0.432319583,-0.645029998,-0.453331735,-0.08707938,0.240073886,-1.238643679,-0.911004632,-0.298968827,-0.721940946,-0.131931111,-0.783182067,-0.636349558,0.659419738,1.8,2.5,13.5,0.6325,3.41,73,21.5,62.7,0.967777778,18440.5,24665,1104927
138,3101,Albany Law School,138,31,-0.385874826,-0.760759424,-0.453331735,-0.641845792,-0.003052888,-0.523936904,-0.09123294,0.089182515,-0.063875443,-0.766771026,-0.035292329,-0.978411333,0.358054298,1.7,2.5,14.4,0.5149,3.22,61,38.3,68.4,1.05,9019.5,36119,955084
139,3111,Pace University,138,31,-0.465587394,-0.529300572,-0.714080208,-0.641845792,0.073723988,-0.583495802,-0.833458134,-0.979936093,-0.116530044,-0.640625148,0.245737654,0.769904404,-0.438892905,1.9,2.3,9.8,0.5149,3.28,62,23.0892,52.7,1.043421053,10891.5,40423,558831
140,3121,University of North Dakota,138,31,-0.37762802,-0.529300572,-0.322957499,-1.21548181,0.048131696,-0.107024619,0.153137097,0.402427458,-0.874229753,-1.112863564,-0.512762532,-0.674356422,-0.683242609,1.9,2.6,13.6,0.3933,3.26,54,43.308,73,0.94875,3883.5,28806.5,437337
141,3020,University of San Francisco,138,31,-0.335737356,-0.29784172,0.06816521,-0.273888478,-0.02864518,-0.523936904,-0.715820896,-1.334039072,0.656439499,-0.428191984,0.007214762,-0.294287784,-0.598015659,2.1,2.9,12.6,0.5929,3.2,61,25.5,47.5,1.14,14044,36770,479713
142,3145,University of Memphis,142,30,-0.464515431,-0.645029998,-0.844454444,-0.273888478,0.060927842,0.071652075,-0.818292357,-0.067439956,0.121571493,-0.840895207,-0.866204749,-0.218274056,-0.917242637,1.8,2.2,12.4,0.5929,3.27,51,23.4,66.1,1.073170732,7919.5,23393.5,320989
143,3130,University of Toledo,142,30,-0.574632469,-0.760759424,-0.714080208,-0.641845792,0.086520134,-0.523936904,-0.842690324,-0.414733262,-0.594339935,-0.784628215,-0.929345082,0.617876948,-0.686949266,1.7,2.3,10.2,0.5149,3.29,61,22.9,61,0.98372093,8754.5,22426.5,435494
144,3086,William Mitchell College of Law,142,30,-0.4809827,-0.645029998,-0.583705972,-0.465886717,0.060927842,-1.179084781,-0.579192281,0.313901713,-0.570763736,-0.423407605,-0.599833509,-3.258823163,0.358289609,1.8,2.4,20.4,0.5522,3.27,72,28.3,71.7,0.986666667,14115,27473,955201
145,3084,Hamline University,145,29,-0.551581492,-0.760759424,-0.583705972,-0.641845792,0.060927842,-1.059966985,-0.828051544,0.143659896,-1.024295366,-0.244229245,-0.838062573,-1.890576065,0.318503893,1.7,2.4,16.8,0.5149,3.27,70,23.2,69.2,0.93,16774,23824.5,935419
146,3125,Ohio Northern University,145,29,-0.447819961,-0.992218276,-0.974828681,-0.841391874,0.073723988,0.190769871,0.352400173,0.681624037,-0.063875443,-0.243589082,-0.69385841,0.123787719,-0.155095367,1.5,2.1,11.5,0.4726,3.28,49,47.3916,77.1,1.05,16783.5,26033,699939
147,3129,University of Dayton,145,29,-0.458576304,-0.760759424,-0.453331735,-1.21548181,-0.092625909,-0.34526021,0.264918823,0.559049929,-1.134110822,-0.690928512,-0.610770433,-0.636349558,-1.031247963,1.7,2.5,13.5,0.3933,3.15,58,45.5988,75.3,0.91627907,10145,27305.5,264304
148,3144,University of South Dakota,145,29,-0.429413135,-0.645029998,-0.714080208,-1.21548181,-0.156606639,-1.77467376,0.928602081,1.090204397,0.09883306,-1.303632251,-1.187162668,0.085780855,-1.08010825,1.8,2.3,11.6,0.3933,3.1,82,59.2,83.1,1.07032967,1052.5,18478,240010
149,3131,Oklahoma City University,149,27,-0.583270961,-0.992218276,-0.714080208,-1.21548181,-0.054237471,-1.77467376,0.405860999,0.756530436,-0.826999801,-0.145745163,-0.997741668,-1.092431924,0.033559966,1.5,2.3,14.7,0.3933,3.18,82,48.4872,78.2,0.954651163,18235.5,21379,793741
150,3002,Samford University,149,27,-0.525124043,-0.760759424,-0.322957499,-0.641845792,-0.02864518,-1.417320372,-0.310814644,-0.10148832,0.387604008,0.616082951,-0.971297165,-1.928582928,-0.767429765,1.7,2.6,16.9,0.5149,3.2,76,33.8,65.6,1.106410256,29541,21784,395478
151,3051,Southern Illinois University - Carbondale,149,27,-0.507846643,-0.760759424,-0.714080208,-1.391440884,-0.169402785,-1.953350453,-0.52063716,0.81781749,-0.38219644,-0.209795194,-0.484000054,-0.104253464,-0.453480196,1.7,2.3,12.1,0.356,3.09,85,29.5,79.1,1.010227273,17285,29247,551578
152,3149,South Texas College of Law,149,27,-0.505622105,-0.87648885,-0.974828681,-0.641845792,-0.118218201,-0.821731393,0.362120323,0.695243382,-0.172158081,-1.174555098,-0.470222794,-2.422672158,0.011963615,1.6,2.1,18.2,0.5149,3.13,66,47.5908,77.3,1.036470588,2968,29458,783003
153,3179,Texas A&M University,149,27,-0.579541133,-0.529300572,-1.105202917,-0.08707938,-0.003052888,0.726799952,-0.935402599,-0.816503949,-0.303980424,-1.002384842,-0.735777845,-1.320473107,-0.562769239,1.9,2,15.3,0.6325,3.22,40,21,55.1,1.02,5523,25391,497238
154,3187,Appalachian School of Law,150,1,-1.5995407,-1.339406554,-1.887448335,-1.869785393,-4.123411885,-0.881290291,-0.687655883,-0.775645913,-2.324604158,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.2,1.4,,0.2546,0,67,26.0772,55.7,0.767532468,,,0
155,3197,Arizona Summit Law School,150,1,-1.580771411,-1.45513598,-1.757074098,-1.869785393,-4.123411885,-1.000408087,-0.643915207,-0.714358859,-1.28492214,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.1,1.5,,0.2546,0,69,26.9736,56.6,0.897435897,,,0
156,3192,John Marshall - Atlanta,150,1,-1.192859784,-1.223677128,-1.626699862,-1.21548181,-4.123411885,-0.107024619,-0.551573782,-0.584975079,-2.149493217,2.14324323,-0.864605019,4.494577059,-1.562818281,1.3,1.6,,0.3933,0,54,28.866,58.5,0.789411765,52204,23418,0
157,3188,Ave Maria School of Law,150,1,-1.045120398,-1.45513598,-1.496325626,-2.024044421,-0.207791223,-1.357761474,-1.04244136,-1.272752018,-2.690664976,-0.646487697,0.067775939,4.494577059,-0.961434911,1.1,1.7,,0.2219,3.06,75,18.8064,48.4,0.721794872,10804.5,37697.5,299016
158,3186,Barry University,150,1,-1.18588624,-1.339406554,-1.887448335,-1.553247755,-0.246179661,-0.583495802,-1.07160181,-1.313610054,-0.330658755,-1.374555615,-2.39368498,4.494577059,2.398925603,1.2,1.4,,0.3217,3.03,62,18.2088,47.8,1.016666667,,,1969833
159,3007,California Western School of Law,150,1,-0.817701017,-0.992218276,-0.844454444,-0.841391874,-0.105422055,-0.881290291,-1.372926462,-1.735809759,0.225481842,0.363319494,0.062127916,-0.674356422,-0.411415781,1.5,2.2,13.6,0.4726,3.14,67,12.0336,41.6,1.086153846,25790,37611,572493
160,3116,Campbell University,150,1,-0.626737751,-0.992218276,-0.974828681,-0.465886717,-0.02864518,-0.285701312,-0.950041379,-0.380684899,1.090252363,-0.658954036,-0.611553974,-0.864390741,0.095873224,1.5,2.1,14.1,0.5522,3.2,57,20.7,61.5,1.194202899,10619.5,27293.5,824724
161,3122,Capital University,150,1,-0.858387315,-1.107947702,-0.974828681,-1.21548181,-0.041441325,-1.655555964,-0.716816333,-0.816503949,-0.408212043,-0.773071582,-0.490529561,-0.674356422,-0.920931193,1.4,2.1,13.6,0.3933,3.19,80,25.4796,55.1,1.006976744,8926,29147,319155
162,3194,Charleston School of Law,150,1,-0.931120976,-1.339406554,-1.105202917,-1.21548181,-0.246179661,-1.834232658,-0.459232356,-0.455591298,-0.954264747,-0.119397386,-0.603979746,-1.320473107,-0.873245451,1.2,2,15.3,0.3933,3.03,83,30.7584,60.4,0.93875,18626.5,27409.5,342865
163,3198,Charlotte School of Law,150,1,-1.31812269,-1.339406554,-1.626699862,-2.146696859,-0.399733412,-1.357761474,-0.755696933,-0.870981331,-1.438389463,0.046371236,-1.27031594,-2.916761388,-0.722060935,1.2,1.6,19.5,0.1959,2.91,75,24.6828,54.3,0.87826087,21086.5,17204.5,418036
164,3200,Elon University,150,1,-0.799539159,-0.87648885,-0.583705972,-1.21548181,-0.246179661,-1.357761474,-0.837810731,-1.334039072,-0.98601776,-0.552922765,-0.294285226,0.047773991,-0.908284717,1.6,2.4,11.7,0.3933,3.03,75,23,47.5,0.934782609,12193,32152.5,325443
165,3195,Faulkner University,150,1,-1.206729036,-1.223677128,-1.235577153,-1.73109379,-4.123411885,-1.47687927,0.119116572,0.354759749,1.331606497,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.3,1.9,,0.284,0,77,42.6108,72.3,1.224358974,,,0
166,3189,Florida A&M University,150,1,-1.517384316,-1.223677128,-1.626699862,-1.553247755,-4.123411885,-0.047465721,-0.998700685,-1.211464964,-0.966834345,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.3,1.6,,0.3217,0,53,19.7028,49.3,0.937179487,,,0
167,3184,Florida Coastal School of Law,150,1,-1.777376266,-1.339406554,-1.887448335,-3.070835805,-4.123411885,-1.536438168,-1.552749238,-1.987767648,-1.428574693,-0.396621822,-0.801236153,4.494577059,-0.879904561,1.2,1.4,,,0,78,8.3484,37.9,0.879487179,14512.5,24388.5,339554
168,3008,Golden Gate University,150,1,-1.085579478,-0.87648885,-0.974828681,-1.032918373,-0.310160391,-0.762172495,-1.960117213,-2.600638188,-1.609166473,0.513589424,-0.64723773,-0.218274056,-0.589385566,1.6,2.1,12.4,0.432,2.98,65,0,28.9,0.856923077,28020,26747,484004
170,3047,John Marshall - Chicago,150,1,-0.587579079,-0.760759424,-0.322957499,-1.21548181,-0.220587369,-1.238643679,-0.252259523,-0.155965701,-0.745991866,0.361567468,-0.506330968,-1.586521154,-0.746764603,1.7,2.6,16,0.3933,3.05,73,35,64.8,0.964772727,25764,28905,405753
171,3196,Liberty University,150,1,-0.830385635,-1.339406554,-1.626699862,-0.641845792,0.022539404,-0.762172495,-1.047633247,-1.347658417,-1.534648377,-0.271924734,-0.209238397,4.494577059,-0.478018945,1.2,1.6,,0.5149,3.24,65,18.7,47.3,0.866233766,16363,33455,539377
172,3087,Mississippi College,150,1,-0.812040654,-0.87648885,-1.235577153,-1.391440884,-0.143810493,-1.715114862,-0.657265775,-0.087868974,-0.793606267,-0.835672821,-1.146092068,0.161794582,-0.333759018,1.6,1.9,11.4,0.356,3.11,81,26.7,65.8,0.958823529,7997,19107,611105
173,3075,New England Law Boston,150,1,-0.646370635,-0.992218276,-0.844454444,-0.841391874,-0.118218201,-1.655555964,-0.721676408,-0.823313622,0.085026871,-0.7045741,-0.923468525,4.494577059,-0.675105262,1.5,2.2,,0.4726,3.13,80,25.38,55,1.068604651,9942.5,22516.5,441383
174,3118,North Carolina Central University,150,1,-1.301814518,-1.107947702,-1.235577153,-1.869785393,0.009743258,-0.107024619,-2.072777266,-2.716402623,-0.858425742,-0.98520151,-0.893922506,-0.788377013,0.252825884,1.4,1.9,13.9,0.2546,3.23,54,-2.3088,27.2,0.950724638,5778,22969,902763
175,3049,Northern Illinois University,150,1,-0.711667776,-0.87648885,-0.844454444,-0.841391874,-0.169402785,-1.059966985,-0.405771531,-0.380684899,-0.518619725,-0.145778856,-0.794021048,-1.700541745,-0.899310707,1.6,2.2,16.3,0.4726,3.09,70,31.854,61.5,0.993181818,18235,24499,329905
176,3062,Northern Kentucky University,150,1,-0.766433876,-0.992218276,-1.105202917,-0.841391874,-0.079829763,-1.179084781,-0.386331231,-0.353446208,-0.761855038,-0.628192501,-0.870546871,-1.016418196,-0.66642891,1.5,2,14.5,0.4726,3.16,72,32.2524,61.9,0.962790698,11076,23327,445697
177,3035,Nova Southeastern University,150,1,-0.747911616,-0.992218276,-1.235577153,-1.21548181,-0.092625909,-0.107024619,-1.062272027,0.116421206,-0.094658133,0.70361687,-0.971982763,-1.130438788,-0.591298224,1.5,1.9,14.8,0.3933,3.15,54,18.4,68.8,1.046153846,30840,21773.5,483053
178,3175,Pontifical Catholic University,150,1,-2.083854763,-1.223677128,-0.844454444,-2.816567866,-4.123411885,-0.6430547,-3.010771746,-4.030669447,-2.758386894,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.3,2.2,,0.0539,0,63,-21.5316,7.9,0.713333333,,,0
179,3172,Regent University,150,1,-0.723700331,-1.223677128,-1.365951389,-0.465886717,0.009743258,0.131210973,-0.25996928,-0.176394719,-0.869422456,-0.479674597,-1.122520548,0.351828902,-0.045148659,1.3,1.8,10.9,0.5522,3.23,50,34.842,64.5,0.949350649,13280,19468,754606
180,3180,Roger Williams University,150,1,-0.933359993,-0.87648885,-1.235577153,-1.21548181,-0.092625909,-1.179084781,-1.09104211,-1.340848745,-1.106191639,-0.576036032,-0.596144337,-0.522328967,-0.307659572,1.6,1.9,13.2,0.3933,3.15,72,17.8104,47.4,0.919767442,11850,27529.5,624082
181,3067,Southern University Law Center,150,1,-1.128733419,-1.107947702,-1.105202917,-1.869785393,-0.476510288,-0.762172495,-0.964680159,-1.163797255,-2.037152009,-1.145343433,-0.925362082,-1.396486835,0.802917418,1.4,2,15.5,0.2546,2.85,65,20.4,50,0.803448276,3401.5,22487.5,1176276
182,3013,Southwestern Law School,150,1,-0.531248037,-0.529300572,-0.583705972,-0.641845792,-0.003052888,-0.523936904,-1.276974137,-1.027603802,0.582561044,-0.395442574,0.041690559,-1.05442506,-0.125430049,1.9,2.4,14.6,0.5149,3.22,61,14,52,1.130769231,14530,37298,714689
